date,gender,age_group,cases,deaths
2021-04-30,female,05-14,755,0
2021-04-30,female,15-34,1834,0
2021-04-30,female,35-59,2226,3
2021-04-30,female,60-79,654,14
2021-04-30,female,80+,154,18
2021-04-30,female,total,5867,35
2021-04-30,male,00-04,326,0
2021-04-30,male,05-14,775,0
2021-04-30,male,15-34,2086,0
2021-04-30,male,35-59,2444,9
2021-04-30,male,60-79,718,35
2021-04-30,male,80+,123,25
2021-04-30,male,total,6476,69
2021-04-30,total,00-04,573,0
2021-04-30,total,05-14,1550,0
2021-04-30,total,15-34,3933,0
2021-04-30,total,35-59,4679,12
2021-04-30,total,60-79,1378,50
2021-04-30,total,80+,277,43
2021-04-30,total,total,12399,105
2021-05-01,female,00-04,240,0
2021-05-01,female,05-14,552,0
2021-05-01,female,15-34,1562,0
2021-05-01,female,35-59,1868,6
2021-05-01,female,60-79,575,9
2021-05-01,female,80+,118,14
2021-05-01,female,total,4915,29
2021-05-01,male,00-04,238,0
2021-05-01,male,05-14,647,0
2021-05-01,male,15-34,1708,1
2021-05-01,male,35-59,2020,8
2021-05-01,male,60-79,583,16
2021-05-01,male,80+,103,17
2021-05-01,male,total,5302,42
2021-05-01,total,00-04,485,0
2021-05-01,total,05-14,1208,0
2021-05-01,total,15-34,3289,1
2021-05-01,total,35-59,3901,14
2021-05-01,total,60-79,1162,25
2021-05-01,total,80+,221,31
2021-05-01,total,total,10277,71
2021-05-02,female,00-04,95,1
2021-05-02,female,05-14,273,0
2021-05-02,female,15-34,655,0
2021-05-02,female,35-59,783,0
2021-05-02,female,60-79,238,7
2021-05-02,female,80+,66,13
2021-05-02,female,total,2111,21
2021-05-02,male,00-04,107,0
2021-05-02,male,05-14,309,0
2021-05-02,male,15-34,742,3
2021-05-02,male,35-59,842,4
2021-05-02,male,60-79,252,20
2021-05-02,male,80+,44,16
2021-05-02,male,total,2296,43
2021-05-02,total,00-04,202,1
2021-05-02,total,05-14,586,0
2021-05-02,total,15-34,1406,3
2021-05-02,total,35-59,1631,4
2021-05-02,total,60-79,498,27
2021-05-02,total,80+,110,29
2021-05-02,total,total,4434,64
2021-05-03,female,00-04,102,0
2021-05-03,female,05-14,304,0
2021-05-03,female,15-34,909,0
2021-05-03,female,35-59,1024,2
2021-05-03,female,60-79,378,18
2021-05-03,female,80+,88,9
2021-05-03,female,total,2805,29
2021-05-03,male,00-04,113,0
2021-05-03,male,05-14,336,0
2021-05-03,male,15-34,982,0
2021-05-03,male,35-59,1226,8
2021-05-03,male,60-79,387,23
2021-05-03,male,80+,68,19
2021-05-03,male,total,3117,50
2021-05-03,total,00-04,217,0
2021-05-03,total,05-14,643,0
2021-05-03,total,15-34,1902,0
2021-05-03,total,35-59,2263,10
2021-05-03,total,60-79,766,41
2021-05-03,total,80+,156,28
2021-05-03,total,total,5952,79
2021-05-04,female,00-04,230,0
2021-05-04,female,05-14,749,0
2021-05-04,female,15-34,1884,1
2021-05-04,female,35-59,2369,1
2021-05-04,female,60-79,663,8
2021-05-04,female,80+,194,31
