date,gender,Version,cases
2020-02-14,female,1,1
2020-02-14,male,3,3
2020-02-15,female,1,1
2020-02-15,male,1,1
2020-02-16,female,2,2
2020-02-16,male,1,1
2020-02-17,female,2,2
2020-02-17,male,1,1
2020-02-18,female,1,1
2020-02-18,male,0,0
2020-02-19,female,2,2
2020-02-19,male,3,3
2020-02-20,female,7,7
2020-02-20,male,2,2
2020-02-21,female,5,5
2020-02-21,male,4,4
2020-02-22,female,4,4
2020-02-22,male,1,1
2020-02-23,female,5,5
2020-02-23,male,5,5
2020-02-24,female,15,15
2020-02-24,male,7,7
2020-02-25,female,11,11
2020-02-25,male,13,13
2020-02-26,female,17,17
2020-02-26,male,16,16
2020-02-27,female,33,33
2020-02-27,male,31,31
2020-02-28,female,39,39
2020-02-28,male,29,29
2020-02-29,female,30,30
2020-02-29,male,35,35
2020-03-01,female,77,77
2020-03-01,male,57,57
2020-03-02,female,68,68
2020-03-02,male,72,72
2020-03-03,female,56,56
2020-03-03,male,70,70
2020-03-04,female,71,71
2020-03-04,male,66,66
2020-03-05,female,79,79
2020-03-05,male,85,85
2020-03-06,female,97,97
2020-03-06,male,102,102
2020-03-07,female,112,112
2020-03-07,male,127,127
2020-03-08,female,125,125
2020-03-08,male,115,115
2020-03-09,female,210,210
2020-03-09,male,225,225
2020-03-10,female,195,195
2020-03-10,male,211,211
2020-03-11,female,253,253
2020-03-11,male,258,258
2020-03-12,female,272,272
2020-03-12,male,277,277
2020-03-13,female,319,319
2020-03-13,male,345,345
2020-03-14,female,338,338
2020-03-14,male,335,335
2020-03-15,female,363,363
2020-03-15,male,385,385
2020-03-16,female,504,504
2020-03-16,male,529,529
2020-03-17,female,392,392
2020-03-17,male,402,402
2020-03-18,female,399,399
2020-03-18,male,432,432
2020-03-19,female,406,406
2020-03-19,male,372,372
2020-03-20,female,466,466
2020-03-20,male,480,480
2020-03-21,female,425,425
2020-03-21,male,380,380
2020-03-22,female,389,389
2020-03-22,male,313,313
2020-03-23,female,617,617
2020-03-23,male,476,476
2020-03-24,female,470,470
2020-03-24,male,371,371
2020-03-25,female,554,554
2020-03-25,male,333,333
2020-03-26,female,467,467
2020-03-26,male,317,317
2020-03-27,female,581,581
2020-03-27,male,370,370
2020-03-28,female,476,476
2020-03-28,male,309,309
2020-03-29,female,471,471
2020-03-29,male,266,266
2020-03-30,female,671,671
2020-03-30,male,343,343
2020-03-31,female,514,514
2020-03-31,male,274,274
2020-04-01,female,713,713
2020-04-01,male,309,309
2020-04-02,female,636,636
2020-04-02,male,264,264
2020-04-03,female,673,673
2020-04-03,male,263,263
2020-04-04,female,616,616
2020-04-04,male,226,226
2020-04-05,female,521,521
2020-04-05,male,191,191
2020-04-06,female,728,728
2020-04-06,male,297,297
2020-04-07,female,576,576
2020-04-07,male,222,222
2020-04-08,female,613,613
2020-04-08,male,211,211
2020-04-09,female,516,516
2020-04-09,male,203,203
2020-04-10,female,582,582
2020-04-10,male,240,240
2020-04-11,female,503,503
2020-04-11,male,163,163
2020-04-12,female,425,425
2020-04-12,male,192,192
2020-04-13,female,527,527
2020-04-13,male,166,166
2020-04-14,female,464,464
2020-04-14,male,175,175
2020-04-15,female,437,437
2020-04-15,male,169,169
2020-04-16,female,385,385
2020-04-16,male,137,137
2020-04-17,female,409,409
2020-04-17,male,131,131
2020-04-18,female,346,346
2020-04-18,male,132,132
2020-04-19,female,298,298
2020-04-19,male,87,87
2020-04-20,female,409,409
2020-04-20,male,149,149
2020-04-21,female,259,259
2020-04-21,male,109,109
2020-04-22,female,246,246
2020-04-22,male,97,97
2020-04-23,female,228,228
2020-04-23,male,72,72
2020-04-24,female,243,243
2020-04-24,male,83,83
2020-04-25,female,195,195
2020-04-25,male,90,90
2020-04-26,female,157,157
2020-04-26,male,59,59
2020-04-27,female,197,197
2020-04-27,male,89,89
2020-04-28,female,198,198
2020-04-28,male,76,76
2020-04-29,female,171,171
2020-04-29,male,55,55
2020-04-30,female,143,143
2020-04-30,male,62,62
2020-05-01,female,189,189
2020-05-01,male,77,77
2020-05-02,female,138,138
2020-05-02,male,56,56
2020-05-03,female,127,127
2020-05-03,male,55,55
2020-05-04,female,152,152
2020-05-04,male,77,77
2020-05-05,female,99,99
2020-05-05,male,50,50
2020-05-06,female,120,120
2020-05-06,male,59,59
2020-05-07,female,109,109
2020-05-07,male,56,56
2020-05-08,female,100,100
2020-05-08,male,65,65
2020-05-09,female,115,115
2020-05-09,male,47,47
2020-05-10,female,86,86
2020-05-10,male,47,47
2020-05-11,female,129,129
2020-05-11,male,69,69
2020-05-12,female,92,92
2020-05-12,male,49,49
2020-05-13,female,86,86
2020-05-13,male,55,55
2020-05-14,female,73,73
2020-05-14,male,45,45
2020-05-15,female,99,99
2020-05-15,male,50,50
2020-05-16,female,81,81
2020-05-16,male,45,45
2020-05-17,female,82,82
2020-05-17,male,59,59
2020-05-18,female,110,110
2020-05-18,male,58,58
2020-05-19,female,84,84
2020-05-19,male,57,57
2020-05-20,female,87,87
2020-05-20,male,57,57
2020-05-21,female,101,101
2020-05-21,male,76,76
2020-05-22,female,84,84
2020-05-22,male,70,70
2020-05-23,female,63,63
2020-05-23,male,53,53
2020-05-24,female,57,57
2020-05-24,male,54,54
2020-05-25,female,93,93
2020-05-25,male,76,76
2020-05-26,female,76,76
2020-05-26,male,57,57
2020-05-27,female,81,81
2020-05-27,male,59,59
2020-05-28,female,56,56
2020-05-28,male,42,42
2020-05-29,female,71,71
2020-05-29,male,53,53
2020-05-30,female,68,68
2020-05-30,male,53,53
2020-05-31,female,67,67
2020-05-31,male,37,37
2020-06-01,female,69,69
2020-06-01,male,65,65
2020-06-02,female,61,61
2020-06-02,male,47,47
2020-06-03,female,68,68
2020-06-03,male,52,52
2020-06-04,female,64,64
2020-06-04,male,42,42
2020-06-05,female,78,78
2020-06-05,male,54,54
2020-06-06,female,71,71
2020-06-06,male,47,47
2020-06-07,female,48,48
2020-06-07,male,31,31
2020-06-08,female,72,72
2020-06-08,male,52,52
2020-06-09,female,56,56
2020-06-09,male,42,42
2020-06-10,female,67,67
2020-06-10,male,54,54
2020-06-11,female,55,55
2020-06-11,male,40,40
2020-06-12,female,53,53
2020-06-12,male,44,44
2020-06-13,female,48,48
2020-06-13,male,34,34
2020-06-14,female,44,44
2020-06-14,male,41,41
2020-06-15,female,40,40
2020-06-15,male,46,46
2020-06-16,female,34,34
2020-06-16,male,27,27
2020-06-17,female,36,36
2020-06-17,male,27,27
2020-06-18,female,28,28
2020-06-18,male,25,25
2020-06-19,female,30,30
2020-06-19,male,22,22
2020-06-20,female,30,30
2020-06-20,male,33,33
2020-06-21,female,28,28
2020-06-21,male,19,19
2020-06-22,female,44,44
2020-06-22,male,33,33
2020-06-23,female,31,31
2020-06-23,male,30,30
2020-06-24,female,44,44
2020-06-24,male,33,33
2020-06-25,female,38,38
2020-06-25,male,22,22
2020-06-26,female,21,21
2020-06-26,male,30,30
2020-06-27,female,28,28
2020-06-27,male,36,36
2020-06-28,female,25,25
2020-06-28,male,25,25
2020-06-29,female,35,35
2020-06-29,male,31,31
2020-06-30,female,27,27
2020-06-30,male,27,27
2020-07-01,female,32,32
2020-07-01,male,30,30
2020-07-02,female,30,30
2020-07-02,male,21,21
2020-07-03,female,26,26
2020-07-03,male,20,20
2020-07-04,female,29,29
2020-07-04,male,18,18
2020-07-05,female,28,28
2020-07-05,male,22,22
2020-07-06,female,56,56
2020-07-06,male,35,35
2020-07-07,female,42,42
2020-07-07,male,34,34
2020-07-08,female,47,47
2020-07-08,male,49,49
2020-07-09,female,45,45
2020-07-09,male,41,41
2020-07-10,female,50,50
2020-07-10,male,49,49
2020-07-11,female,56,56
2020-07-11,male,54,54
2020-07-12,female,54,54
2020-07-12,male,55,55
2020-07-13,female,95,95
2020-07-13,male,74,74
2020-07-14,female,92,92
2020-07-14,male,72,72
2020-07-15,female,94,94
2020-07-15,male,98,98
2020-07-16,female,71,71
2020-07-16,male,61,61
2020-07-17,female,88,88
2020-07-17,male,79,79
2020-07-18,female,79,79
2020-07-18,male,76,76
2020-07-19,female,95,95
2020-07-19,male,75,75
2020-07-20,female,118,118
2020-07-20,male,111,111
2020-07-21,female,115,115
2020-07-21,male,95,95
2020-07-22,female,145,145
2020-07-22,male,124,124
2020-07-23,female,110,110
2020-07-23,male,90,90
2020-07-24,female,136,136
2020-07-24,male,84,84
2020-07-25,female,173,173
2020-07-25,male,128,128
2020-07-26,female,131,131
2020-07-26,male,140,140
2020-07-27,female,220,220
2020-07-27,male,211,211
2020-07-28,female,197,197
2020-07-28,male,160,160
2020-07-29,female,232,232
2020-07-29,male,174,174
2020-07-30,female,185,185
2020-07-30,male,174,174
2020-07-31,female,219,219
2020-07-31,male,180,180
2020-08-01,female,259,259
2020-08-01,male,179,179
2020-08-02,female,253,253
2020-08-02,male,204,204
2020-08-03,female,314,314
2020-08-03,male,289,289
2020-08-04,female,293,293
2020-08-04,male,229,229
2020-08-05,female,304,304
2020-08-05,male,229,229
2020-08-06,female,259,259
2020-08-06,male,249,249
2020-08-07,female,251,251
2020-08-07,male,241,241
2020-08-08,female,233,233
2020-08-08,male,206,206
2020-08-09,female,236,236
2020-08-09,male,201,201
2020-08-10,female,266,266
2020-08-10,male,267,267
2020-08-11,female,240,240
2020-08-11,male,222,222
2020-08-12,female,284,284
2020-08-12,male,231,231
2020-08-13,female,235,235
2020-08-13,male,218,218
2020-08-14,female,234,234
2020-08-14,male,210,210
2020-08-15,female,222,222
2020-08-15,male,205,205
2020-08-16,female,201,201
2020-08-16,male,180,180
2020-08-17,female,241,241
2020-08-17,male,208,208
2020-08-18,female,235,235
2020-08-18,male,182,182
2020-08-19,female,213,213
2020-08-19,male,214,214
2020-08-20,female,195,195
2020-08-20,male,195,195
2020-08-21,female,192,192
2020-08-21,male,195,195
2020-08-22,female,252,252
2020-08-22,male,210,210
2020-08-23,female,202,202
2020-08-23,male,214,214
2020-08-24,female,261,261
2020-08-24,male,260,260
2020-08-25,female,274,274
2020-08-25,male,266,266
2020-08-26,female,290,290
2020-08-26,male,266,266
2020-08-27,female,276,276
2020-08-27,male,242,242
2020-08-28,female,288,288
2020-08-28,male,258,258
2020-08-29,female,284,284
2020-08-29,male,241,241
2020-08-30,female,277,277
2020-08-30,male,263,263
2020-08-31,female,444,444
2020-08-31,male,412,412
2020-09-01,female,483,483
2020-09-01,male,435,435
2020-09-02,female,435,435
2020-09-02,male,437,437
2020-09-03,female,481,481
2020-09-03,male,405,405
2020-09-04,female,546,546
2020-09-04,male,480,480
2020-09-05,female,597,597
2020-09-05,male,525,525
2020-09-06,female,576,576
2020-09-06,male,566,566
2020-09-07,female,734,734
2020-09-07,male,714,714
2020-09-08,female,814,814
2020-09-08,male,743,743
2020-09-09,female,827,827
2020-09-09,male,686,686
2020-09-10,female,744,744
2020-09-10,male,686,686
2020-09-11,female,876,876
2020-09-11,male,752,752
2020-09-12,female,860,860
2020-09-12,male,737,737
2020-09-13,female,882,882
2020-09-13,male,806,806
2020-09-14,female,1208,1208
2020-09-14,male,1096,1096
2020-09-15,female,1183,1183
2020-09-15,male,1021,1021
2020-09-16,female,1190,1190
2020-09-16,male,1084,1084
2020-09-17,female,1178,1178
2020-09-17,male,1024,1024
2020-09-18,female,1153,1153
2020-09-18,male,1008,1008
2020-09-19,female,1186,1186
2020-09-19,male,1028,1028
2020-09-20,female,1229,1229
2020-09-20,male,1125,1125
2020-09-21,female,1627,1627
2020-09-21,male,1475,1475
2020-09-22,female,1454,1454
2020-09-22,male,1347,1347
2020-09-23,female,1480,1480
2020-09-23,male,1377,1377
2020-09-24,female,1468,1468
2020-09-24,male,1230,1230
2020-09-25,female,1549,1549
2020-09-25,male,1439,1439
2020-09-26,female,1628,1628
2020-09-26,male,1361,1361
2020-09-27,female,1715,1715
2020-09-27,male,1434,1434
2020-09-28,female,2317,2317
2020-09-28,male,2173,2173
2020-09-29,female,2213,2213
2020-09-29,male,2029,2029
2020-09-30,female,2363,2363
2020-09-30,male,2088,2088
2020-10-01,female,2568,2568
2020-10-01,male,2239,2239
2020-10-02,female,2739,2739
2020-10-02,male,2376,2376
2020-10-03,female,2773,2773
2020-10-03,male,2406,2406
2020-10-04,female,2687,2687
2020-10-04,male,2240,2240
2020-10-05,female,3426,3426
2020-10-05,male,3048,3048
2020-10-06,female,3032,3032
2020-10-06,male,2688,2688
2020-10-07,female,3122,3122
2020-10-07,male,2823,2823
2020-10-08,female,3221,3221
2020-10-08,male,2693,2693
2020-10-09,female,3217,3217
2020-10-09,male,2808,2808
2020-10-10,female,3497,3497
2020-10-10,male,2954,2954
2020-10-11,female,3223,3223
2020-10-11,male,2856,2856
2020-10-12,female,4098,4098
2020-10-12,male,3727,3727
2020-10-13,female,3991,3991
2020-10-13,male,3533,3533
2020-10-14,female,4124,4124
2020-10-14,male,3621,3621
2020-10-15,female,3958,3958
2020-10-15,male,3362,3362
2020-10-16,female,4226,4226
2020-10-16,male,3559,3559
2020-10-17,female,4209,4209
2020-10-17,male,3817,3817
2020-10-18,female,3962,3962
2020-10-18,male,3480,3480
2020-10-19,female,4816,4816
2020-10-19,male,4351,4351
2020-10-20,female,4647,4647
2020-10-20,male,4107,4107
2020-10-21,female,4567,4567
2020-10-21,male,3927,3927
2020-10-22,female,4241,4241
2020-10-22,male,3588,3588
2020-10-23,female,4488,4488
2020-10-23,male,3760,3760
2020-10-24,female,4085,4085
2020-10-24,male,3633,3633
2020-10-25,female,3833,3833
2020-10-25,male,3221,3221
2020-10-26,female,4329,4329
2020-10-26,male,3742,3742
2020-10-27,female,3713,3713
2020-10-27,male,3235,3235
2020-10-28,female,3591,3591
2020-10-28,male,2982,2982
2020-10-29,female,3233,3233
2020-10-29,male,2719,2719
2020-10-30,female,3150,3150
2020-10-30,male,2695,2695
2020-10-31,female,3038,3038
2020-10-31,male,2532,2532
2020-11-01,female,2976,2976
2020-11-01,male,2527,2527
2020-11-02,female,3021,3021
2020-11-02,male,2641,2641
2020-11-03,female,2764,2764
2020-11-03,male,2332,2332
2020-11-04,female,2744,2744
2020-11-04,male,2226,2226
2020-11-05,female,2476,2476
2020-11-05,male,1991,1991
2020-11-06,female,2571,2571
2020-11-06,male,2100,2100
2020-11-07,female,2424,2424
2020-11-07,male,2095,2095
2020-11-08,female,2386,2386
2020-11-08,male,2007,2007
2020-11-09,female,2707,2707
2020-11-09,male,2435,2435
2020-11-10,female,2584,2584
2020-11-10,male,2208,2208
2020-11-11,female,2673,2673
2020-11-11,male,2324,2324
2020-11-12,female,2471,2471
2020-11-12,male,2011,2011
2020-11-13,female,2449,2449
2020-11-13,male,2130,2130
2020-11-14,female,2503,2503
2020-11-14,male,2119,2119
2020-11-15,female,2491,2491
2020-11-15,male,2019,2019
2020-11-16,female,2843,2843
