date,gender,age_group,cases,deaths
2021-05-04,total,60-79,2723,86
2021-05-04,total,80+,563,94
2021-05-04,total,total,20981,205
2021-05-05,female,00-04,382,0
2021-05-05,female,05-14,1147,0
2021-05-05,female,15-34,2925,0
2021-05-05,female,35-59,4000,5
2021-05-05,female,60-79,1271,30
2021-05-05,female,80+,314,37
2021-05-05,female,total,10045,72
2021-05-05,male,00-04,396,0
2021-05-05,male,05-14,1214,0
2021-05-05,male,15-34,3321,1
2021-05-05,male,35-59,4198,14
2021-05-05,male,60-79,1348,56
2021-05-05,male,80+,217,42
2021-05-05,male,total,10697,113
2021-05-05,total,00-04,792,0
2021-05-05,total,05-14,2384,0
2021-05-05,total,15-34,6278,1
2021-05-05,total,35-59,8231,19
2021-05-05,total,60-79,2625,87
2021-05-05,total,80+,533,79
2021-05-05,total,total,20854,186
2021-05-06,female,00-04,348,0
2021-05-06,female,05-14,983,0
2021-05-06,female,15-34,2500,0
2021-05-06,female,35-59,3191,2
2021-05-06,female,60-79,1061,27
2021-05-06,female,80+,306,32
2021-05-06,female,total,8393,61
2021-05-06,male,00-04,335,0
2021-05-06,male,05-14,1027,0
2021-05-06,male,15-34,2751,0
2021-05-06,male,35-59,3296,11
2021-05-06,male,60-79,1083,43
2021-05-06,male,80+,179,33
2021-05-06,male,total,8677,87
2021-05-06,total,00-04,695,0
2021-05-06,total,05-14,2030,0
2021-05-06,total,15-34,5276,0
2021-05-06,total,35-59,6513,13
2021-05-06,total,60-79,2151,70
2021-05-06,total,80+,486,65
2021-05-06,total,total,17167,148
2021-05-07,female,00-04,313,0
2021-05-07,female,05-14,909,0
2021-05-07,female,15-34,2262,0
2021-05-07,female,35-59,2841,4
2021-05-07,female,60-79,967,20
2021-05-07,female,80+,268,42
2021-05-07,female,total,7560,66
2021-05-07,male,00-04,326,0
2021-05-07,male,05-14,953,0
2021-05-07,male,15-34,2507,0
2021-05-07,male,35-59,2928,7
2021-05-07,male,60-79,988,50
2021-05-07,male,80+,153,30
2021-05-07,male,total,7855,87
2021-05-07,total,00-04,647,0
2021-05-07,total,05-14,1873,0
2021-05-07,total,15-34,4790,0
2021-05-07,total,35-59,5786,11
2021-05-07,total,60-79,1957,70
2021-05-07,total,80+,421,72
2021-05-07,total,total,15476,153
2021-05-08,female,00-04,302,0
2021-05-08,female,05-14,724,0
2021-05-08,female,15-34,1709,0
2021-05-08,female,35-59,2320,2
2021-05-08,female,60-79,748,15
2021-05-08,female,80+,208,19
2021-05-08,female,total,6013,36
2021-05-08,male,00-04,297,0
2021-05-08,male,05-14,771,0
2021-05-08,male,15-34,1888,0
2021-05-08,male,35-59,2194,13
2021-05-08,male,60-79,731,32
2021-05-08,male,80+,95,15
2021-05-08,male,total,5977,60
2021-05-08,total,00-04,608,0
2021-05-08,total,05-14,1510,0
2021-05-08,total,15-34,3612,0
2021-05-08,total,35-59,4527,15
2021-05-08,total,60-79,1480,47
2021-05-08,total,80+,306,34
2021-05-08,total,total,12048,96
2021-05-09,female,00-04,113,0
2021-05-09,female,05-14,300,0
2021-05-09,female,15-34,802,0
2021-05-09,female,35-59,974,2
2021-05-09,female,60-79,297,15
2021-05-09,female,80+,89,11
2021-05-09,female,total,2575,28
2021-05-09,male,00-04,139,0
2021-05-09,male,05-14,318,0
2021-05-09,male,15-34,890,0
2021-05-09,male,35-59,972,6
