date,gender,age_group,cases,deaths
2020-10-31,male,total,1773.0,23.0
2020-10-31,total,total,4007.0,39.0
2020-11-01,female,total,1690.0,22.0
2020-11-01,male,total,1372.0,15.0
2020-11-01,total,total,3062.0,37.0
2020-11-02,female,total,1372.0,28.0
2020-11-02,male,total,1134.0,18.0
2020-11-02,total,total,2506.0,46.0
2020-11-03,female,total,1428.0,22.0
2020-11-03,male,total,1168.0,23.0
2020-11-03,total,total,2596.0,45.0
2020-11-04,female,total,4049.0,26.0
2020-11-04,male,total,3448.0,33.0
2020-11-04,total,total,7497.0,59.0
2020-11-05,female,total,2477.0,21.0
2020-11-05,male,total,1933.0,25.0
2020-11-05,total,total,4410.0,46.0
2020-11-06,female,total,3051.0,21.0
2020-11-06,male,total,2499.0,31.0
2020-11-06,total,total,5550.0,52.0
2020-11-07,female,total,3641.0,30.0
2020-11-07,male,total,2999.0,26.0
2020-11-07,total,total,6640.0,56.0
2020-11-08,female,total,3166.0,21.0
2020-11-08,male,total,2618.0,27.0
2020-11-08,total,total,5784.0,48.0
2020-11-09,female,total,2292.0,30.0
2020-11-09,male,total,1804.0,33.0
2020-11-09,total,total,4096.0,63.0
2020-11-10,female,total,2109.0,28.0
2020-11-10,male,total,1708.0,34.0
2020-11-10,total,total,3817.0,62.0
2020-11-11,female,total,2704.0,44.0
2020-11-11,male,total,2231.0,38.0
2020-11-11,total,total,4935.0,82.0
2020-11-12,female,total,3168.0,39.0
2020-11-12,male,total,2671.0,39.0
2020-11-12,total,total,5839.0,78.0
2020-11-13,female,total,3671.0,36.0
2020-11-13,male,total,2982.0,33.0
2020-11-13,total,total,6653.0,69.0
2020-11-14,female,total,3648.0,32.0
2020-11-14,male,total,2954.0,23.0
2020-11-14,total,total,6602.0,55.0
2020-11-15,female,total,3490.0,36.0
2020-11-15,male,total,2545.0,40.0
2020-11-15,total,total,6035.0,76.0
2020-11-16,female,total,2678.0,41.0
2020-11-16,male,total,1271.0,50.0
2020-11-16,total,total,8371.0,91.0
2020-11-17,female,total,2399.0,43.0
2020-11-17,male,total,1979.0,38.0
2020-11-17,total,total,4452.0,81.0
2020-11-18,female,total,3251.0,36.0
2020-11-18,male,total,2563.0,43.0
2020-11-18,total,total,5891.0,79.0
2020-11-19,female,total,3797.0,28.0
2020-11-19,male,total,3140.0,41.0
2020-11-19,total,total,6994.0,69.0
2020-11-20,female,total,3441.0,26.0
2020-11-20,male,total,2986.0,35.0
2020-11-20,total,total,6489.0,61.0
2020-11-21,female,total,3586.0,27.0
2020-11-21,male,total,2845.0,35.0
2020-11-21,total,total,6472.0,62.0
2020-11-22,female,total,2609.0,27.0
2020-11-22,male,total,2131.0,46.0
2020-11-22,total,total,4788.0,73.0
2020-11-23,female,total,2170.0,31.0
2020-11-23,male,total,1823.0,43.0
2020-11-23,total,total,4044.0,74.0
2020-11-24,female,total,2136.0,46.0
2020-11-24,male,total,1734.0,39.0
2020-11-24,total,total,3919.0,85.0
2020-11-25,female,total,2894.0,32.0
2020-11-25,male,total,2340.0,39.0
2020-11-25,total,total,5290.0,71.0
2020-11-26,female,total,3489.0,35.0
2020-11-26,male,total,2831.0,47.0
2020-11-26,total,total,6383.0,82.0
2020-11-27,female,total,2937.0,35.0
2020-11-27,male,total,2466.0,32.0
2020-11-27,total,total,5444.0,67.0
2020-11-28,female,total,2674.0,32.0
2020-11-28,male,total,2144.0,55.0
2020-11-28,total,total,4868.0,87.0
2020-11-29,female,total,2303.0,30.0
2020-11-29,male,total,1763.0,34.0
2020-11-29,total,total,4093.0,64.0
2020-11-30,female,total,1850.0,36.0
2020-11-30,male,total,1371.0,42.0
2020-11-30,total,total,3262.0,78.0
2020-12-01,female,total,1362.0,37.0
2020-12-01,male,total,1017.0,35.0
2020-12-01,total,total,2401.0,72.0
2020-12-02,female,total,1901.0,27.0
2020-12-02,male,total,1461.0,41.0
2020-12-02,total,total,3384.0,68.0
2020-12-03,female,total,2106.0,37.0
2020-12-03,male,total,1633.0,42.0
2020-12-03,total,total,3772.0,79.0
2020-12-04,female,total,2752.0,39.0
2020-12-04,male,total,2142.0,40.0
2020-12-04,total,total,4935.0,79.0
2020-12-05,female,total,2856.0,30.0
2020-12-05,male,total,2416.0,43.0
2020-12-05,total,total,6087.0,73.0
2020-12-06,female,total,2146.0,40.0
2020-12-06,male,total,1646.0,47.0
2020-12-06,total,total,3834.0,87.0
2020-12-07,female,total,1432.0,30.0
2020-12-07,male,total,1147.0,48.0
2020-12-07,total,total,2597.0,78.0
2020-12-08,female,total,1598.0,38.0
2020-12-08,male,total,1274.0,43.0
2020-12-08,total,total,2905.0,81.0
2020-12-09,female,total,2290.0,22.0
2020-12-09,male,total,1788.0,48.0
2020-12-09,total,total,4097.0,70.0
2020-12-10,female,total,4548.0,42.0
2020-12-10,male,total,4657.0,44.0
2020-12-10,total,total,3134.0,86.0
2020-12-11,female,total,2869.0,54.0
2020-12-11,male,total,2210.0,41.0
2020-12-11,total,total,5080.0,95.0
2020-12-12,female,total,2422.0,42.0
2020-12-12,male,total,1992.0,46.0
2020-12-12,total,total,4413.0,88.0
2020-12-13,female,total,2273.0,46.0
2020-12-13,male,total,1771.0,52.0
2020-12-13,total,total,4044.0,98.0
2020-12-14,female,total,1209.0,50.0
2020-12-14,male,total,985.0,40.0
2020-12-14,total,total,2194.0,90.0
2020-12-15,female,total,1460.0,43.0
2020-12-15,male,total,1181.0,41.0
2020-12-15,total,total,2638.0,84.0
2020-12-16,female,total,2595.0,40.0
2020-12-16,male,total,2125.0,42.0
2020-12-16,total,total,4720.0,82.0
2020-12-17,female,total,2361.0,48.0
2020-12-17,male,total,1957.0,39.0
2020-12-17,total,total,4320.0,87.0
2020-12-18,female,total,2423.0,39.0
2020-12-18,male,total,1913.0,36.0
2020-12-18,total,total,4336.0,75.0
2020-12-19,female,total,2100.0,41.0
2020-12-19,male,total,1731.0,45.0
2020-12-19,total,total,3835.0,86.0
2020-12-20,female,total,1912.0,36.0
2020-12-20,male,total,1422.0,35.0
2020-12-20,total,total,3334.0,71.0
2020-12-21,female,total,1181.0,26.0
2020-12-21,male,total,917.0,31.0
2020-12-21,total,total,2099.0,57.0
2020-12-22,female,total,1350.0,28.0
2020-12-22,male,total,1086.0,35.0
2020-12-22,total,total,2436.0,63.0
2020-12-23,female,total,2485.0,48.0
2020-12-23,male,total,2117.0,41.0
2020-12-23,total,total,4602.0,89.0
2020-12-24,female,total,2371.0,37.0
2020-12-24,male,total,2006.0,33.0
2020-12-24,total,total,4378.0,70.0
2020-12-25,female,total,2281.0,25.0
2020-12-25,male,total,1865.0,40.0
2020-12-25,total,total,4146.0,65.0
2020-12-26,female,total,631.0,40.0
2020-12-26,male,total,583.0,38.0
2020-12-26,total,total,1214.0,78.0
2020-12-27,female,total,832.0,29.0
2020-12-27,male,total,745.0,34.0
2020-12-27,total,total,1577.0,63.0
2020-12-28,female,total,1129.0,26.0
2020-12-28,male,total,963.0,32.0
2020-12-28,total,total,2093.0,58.0
2020-12-29,female,total,1743.0,33.0
2020-12-29,male,total,1593.0,41.0
2020-12-29,total,total,3336.0,74.0
2020-12-30,female,total,3273.0,43.0
2020-12-30,male,total,2771.0,36.0
2020-12-30,total,total,6049.0,79.0
2020-12-31,female,total,4350.0,41.0
2020-12-31,male,total,3275.0,35.0
2020-12-31,total,total,7627.0,76.0
2021-01-01,female,total,3886.0,31.0
2021-01-01,male,total,3063.0,35.0
2021-01-01,total,total,6951.0,66.0
2021-01-02,female,total,1721.0,31.0
2021-01-02,male,total,1521.0,42.0
2021-01-02,total,total,3241.0,73.0
2021-01-03,female,total,1862.0,29.0
2021-01-03,male,total,1521.0,44.0
2021-01-03,total,total,3384.0,73.0
2021-01-04,female,total,2349.0,39.0
2021-01-04,male,total,2016.0,39.0
2021-01-04,total,total,4369.0,78.0
2021-01-05,female,total,2767.0,45.0
2021-01-05,male,total,2186.0,45.0
2021-01-05,total,total,4956.0,90.0
2021-01-06,female,total,5487.0,41.0
2021-01-06,male,total,4538.0,50.0
2021-01-06,total,total,10027.0,91.0
2021-01-07,female,total,5515.0,46.0
2021-01-07,male,total,4410.0,49.0
2021-01-07,total,total,9927.0,95.0
2021-01-08,female,total,5545.0,54.0
2021-01-08,male,total,4632.0,64.0
2021-01-08,total,total,10176.0,118.0
2021-01-09,female,total,5190.0,53.0
2021-01-09,male,total,4282.0,58.0
2021-01-09,total,total,9478.0,111.0
2021-01-10,female,total,4085.0,45.0
2021-01-10,male,total,3416.0,57.0
2021-01-10,total,total,7502.0,102.0
2021-01-11,female,total,3104.0,62.0
2021-01-11,male,total,2501.0,60.0
2021-01-11,total,total,5604.0,122.0
2021-01-12,female,total,3930.0,83.0
2021-01-12,male,total,3326.0,72.0
2021-01-12,total,total,7259.0,155.0
2021-01-13,female,total,5827.0,70.0
2021-01-13,male,total,4729.0,86.0
2021-01-13,total,total,10556.0,156.0
2021-01-14,female,total,5842.0,77.0
2021-01-14,male,total,4854.0,71.0
2021-01-14,total,total,10698.0,148.0
2021-01-15,female,total,5753.0,84.0
2021-01-15,male,total,4905.0,75.0
2021-01-15,total,total,10663.0,159.0
2021-01-16,female,total,5937.0,75.0
2021-01-16,male,total,5006.0,91.0
2021-01-16,total,total,10947.0,166.0
2021-01-17,female,total,5806.0,70.0
2021-01-17,male,total,4578.0,82.0
2021-01-17,total,total,10385.0,152.0
2021-01-18,female,total,3594.0,79.0
2021-01-18,male,total,3108.0,88.0
2021-01-18,total,total,6702.0,167.0
2021-01-19,female,total,5771.0,107.0
2021-01-19,male,total,4681.0,111.0
2021-01-19,total,total,10455.0,218.0
2021-01-20,female,total,8010.0,102.0
2021-01-20,male,total,6636.0,117.0
2021-01-20,total,total,14647.0,219.0
2021-01-21,female,total,7327.0,112.0
2021-01-21,male,total,6212.0,109.0
2021-01-21,total,total,13544.0,221.0
2021-01-22,female,total,7584.0,108.0
2021-01-22,male,total,6400.0,126.0
2021-01-22,total,total,13987.0,234.0
2021-01-23,female,total,8320.0,120.0
2021-01-23,male,total,7013.0,154.0
2021-01-23,total,total,15333.0,274.0
2021-01-24,female,total,6341.0,135.0
2021-01-24,male,total,5377.0,140.0
2021-01-24,total,total,11721.0,275.0
2021-01-25,female,total,3710.0,116.0
2021-01-25,male,total,3212.0,136.0
2021-01-25,total,total,6923.0,252.0
2021-01-26,female,total,5794.0,139.0
2021-01-26,male,total,4966.0,152.0
2021-01-26,total,total,10765.0,291.0
2021-01-27,female,total,8196.0,133.0
2021-01-27,male,total,6874.0,160.0
2021-01-27,total,total,15073.0,293.0
2021-01-28,female,total,8932.0,143.0
2021-01-28,male,total,7493.0,160.0
2021-01-28,total,total,16432.0,303.0
2021-01-29,female,total,7183.0,142.0
2021-01-29,male,total,6005.0,136.0
2021-01-29,total,total,13200.0,278.0
2021-01-30,female,total,6802.0,152.0
2021-01-30,male,total,5630.0,141.0
2021-01-30,total,total,12435.0,293.0
2021-01-31,female,total,5158.0,152.0
2021-01-31,male,total,4341.0,151.0
2021-01-31,total,total,9498.0,303.0
2021-02-01,female,total,3224.0,119.0
2021-02-01,male,total,2578.0,156.0
2021-02-01,total,total,5805.0,275.0
2021-02-02,female,total,2950.0,116.0
2021-02-02,male,total,2587.0,144.0
2021-02-02,total,total,5540.0,260.0
2021-02-03,female,total,4945.0,124.0
2021-02-03,male,total,4139.0,116.0
2021-02-03,total,total,9083.0,240.0
2021-02-04,female,total,4319.0,118.0
2021-02-04,male,total,3591.0,107.0
2021-02-04,total,total,7914.0,225.0
2021-02-05,female,total,3770.0,126.0
2021-02-05,male,total,3137.0,132.0
2021-02-05,total,total,6916.0,258.0
2021-02-06,female,total,3373.0,103.0
2021-02-06,male,total,2754.0,111.0
2021-02-06,total,total,6132.0,214.0
2021-02-07,female,total,1886.0,84.0
2021-02-07,male,total,1620.0,120.0
2021-02-07,total,total,3508.0,204.0
2021-02-08,female,total,1350.0,94.0
2021-02-08,male,total,1156.0,102.0
2021-02-08,total,total,2505.0,196.0
2021-02-09,female,total,1337.0,102.0
2021-02-09,male,total,1246.0,101.0
2021-02-09,total,total,2583.0,203.0
2021-02-10,female,total,2435.0,78.0
2021-02-10,male,total,1945.0,83.0
2021-02-10,total,total,4387.0,161.0
2021-02-11,female,total,1905.0,69.0
2021-02-11,male,total,1572.0,98.0
2021-02-11,total,total,3480.0,167.0
2021-02-12,female,total,1553.0,68.0
2021-02-12,male,total,1298.0,81.0
2021-02-12,total,total,2854.0,149.0
2021-02-13,female,total,1538.0,72.0
2021-02-13,male,total,1315.0,77.0
2021-02-13,total,total,2856.0,149.0
2021-02-14,female,total,907.0,61.0
2021-02-14,male,total,772.0,77.0
2021-02-14,total,total,1677.0,138.0
2021-02-15,female,total,711.0,43.0
2021-02-15,male,total,592.0,47.0
2021-02-15,total,total,1303.0,90.0
2021-02-16,female,total,785.0,55.0
2021-02-16,male,total,714.0,56.0
2021-02-16,total,total,1502.0,111.0
2021-02-17,female,total,1261.0,56.0
2021-02-17,male,total,1061.0,71.0
2021-02-17,total,total,2324.0,127.0
2021-02-18,female,total,1045.0,52.0
2021-02-18,male,total,891.0,53.0
2021-02-18,total,total,1944.0,105.0
2021-02-19,female,total,1029.0,25.0
2021-02-19,male,total,915.0,42.0
2021-02-19,total,total,1940.0,67.0
2021-02-20,female,total,861.0,40.0
2021-02-20,male,total,710.0,36.0
2021-02-20,total,total,1570.0,76.0
2021-02-21,female,total,609.0,27.0
2021-02-21,male,total,576.0,38.0
2021-02-21,total,total,1186.0,65.0
2021-02-22,female,total,303.0,28.0
2021-02-22,male,total,246.0,33.0
2021-02-22,total,total,549.0,61.0
2021-02-23,female,total,520.0,28.0
2021-02-23,male,total,511.0,35.0
2021-02-23,total,total,1032.0,63.0
2021-02-24,female,total,780.0,21.0
2021-02-24,male,total,701.0,29.0
2021-02-24,total,total,1480.0,50.0
2021-02-25,female,total,619.0,22.0
2021-02-25,male,total,542.0,27.0
2021-02-25,total,total,1160.0,49.0
2021-02-26,female,total,521.0,29.0
2021-02-26,male,total,507.0,29.0
2021-02-26,total,total,1027.0,58.0
2021-02-27,female,total,560.0,17.0
2021-02-27,male,total,510.0,16.0
2021-02-27,total,total,1071.0,33.0
2021-02-28,female,total,345.0,11.0
2021-02-28,male,total,373.0,30.0
2021-02-28,total,total,718.0,41.0
2021-03-01,female,total,205.0,19.0
2021-03-01,male,total,189.0,15.0
2021-03-01,total,total,394.0,34.0
2021-03-02,female,total,346.0,20.0
2021-03-02,male,total,343.0,18.0
2021-03-02,total,total,691.0,38.0
2021-03-03,female,total,542.0,17.0
2021-03-03,male,total,439.0,24.0
2021-03-03,total,total,979.0,41.0
2021-03-04,female,total,470.0,15.0
2021-03-04,male,total,362.0,13.0
2021-03-04,total,total,830.0,28.0
2021-03-05,female,total,479.0,9.0
2021-03-05,male,total,471.0,19.0
2021-03-05,total,total,949.0,28.0
2021-03-06,female,total,498.0,6.0
2021-03-06,male,total,506.0,20.0
2021-03-06,total,total,1007.0,26.0
2021-03-07,female,total,354.0,8.0
2021-03-07,male,total,329.0,20.0
2021-03-07,total,total,682.0,28.0
2021-03-08,female,total,206.0,11.0
2021-03-08,male,total,159.0,14.0
2021-03-08,total,total,365.0,25.0
2021-03-09,female,total,433.0,13.0
2021-03-09,male,total,412.0,17.0
2021-03-09,total,total,847.0,30.0
2021-03-10,female,total,313.0,4.0
2021-03-10,male,total,317.0,18.0
2021-03-10,total,total,642.0,22.0
2021-03-11,female,total,290.0,7.0
2021-03-11,male,total,337.0,11.0
2021-03-11,total,total,627.0,18.0
2021-03-12,female,total,302.0,7.0
2021-03-12,male,total,276.0,8.0
2021-03-12,total,total,577.0,15.0
2021-03-13,female,total,281.0,12.0
2021-03-13,male,total,284.0,7.0
2021-03-13,total,total,564.0,19.0
2021-03-14,female,total,278.0,7.0
2021-03-14,male,total,259.0,8.0
2021-03-14,total,total,541.0,15.0
2021-03-15,female,total,144.0,5.0
2021-03-15,male,total,113.0,5.0
2021-03-15,total,total,256.0,10.0
2021-03-16,female,total,193.0,6.0
2021-03-16,male,total,189.0,7.0
2021-03-16,total,total,384.0,13.0
2021-03-17,female,total,378.0,6.0
2021-03-17,male,total,296.0,9.0
2021-03-17,total,total,673.0,15.0
2021-03-18,female,total,239.0,6.0
2021-03-18,male,total,241.0,15.0
2021-03-18,total,total,485.0,21.0
2021-03-19,female,total,303.0,3.0
2021-03-19,male,total,264.0,8.0
2021-03-19,total,total,568.0,11.0
2021-03-20,female,total,250.0,1.0
2021-03-20,male,total,208.0,7.0
2021-03-20,total,total,457.0,8.0
2021-03-21,female,total,250.0,2.0
2021-03-21,male,total,200.0,4.0
2021-03-21,total,total,450.0,6.0
2021-03-22,female,total,131.0,5.0
2021-03-22,male,total,117.0,11.0
2021-03-22,total,total,248.0,16.0
2021-03-23,female,total,230.0,6.0
2021-03-23,male,total,200.0,4.0
2021-03-23,total,total,434.0,10.0
2021-03-24,female,total,283.0,6.0
2021-03-24,male,total,294.0,5.0
2021-03-24,total,total,575.0,11.0
2021-03-25,female,total,186.0,5.0
2021-03-25,male,total,251.0,4.0
2021-03-25,total,total,423.0,9.0
2021-03-26,female,total,242.0,4.0
2021-03-26,male,total,240.0,1.0
2021-03-26,total,total,488.0,5.0
2021-03-27,female,total,164.0,5.0
2021-03-27,male,total,180.0,3.0
2021-03-27,total,total,344.0,8.0
2021-03-28,female,total,190.0,3.0
2021-03-28,male,total,175.0,7.0
2021-03-28,total,total,365.0,10.0
2021-03-29,female,total,151.0,3.0
2021-03-29,male,total,159.0,3.0
2021-03-29,total,total,309.0,6.0
2021-03-30,female,total,200.0,1.0
2021-03-30,male,total,187.0,1.0
2021-03-30,total,total,389.0,2.0
2021-03-31,female,total,295.0,0.0
2021-03-31,male,total,321.0,3.0
2021-03-31,total,total,617.0,3.0
2021-04-01,female,total,296.0,7.0
2021-04-01,male,total,296.0,4.0
2021-04-01,total,total,592.0,11.0
2021-04-02,female,total,284.0,4.0
2021-04-02,male,total,265.0,5.0
2021-04-02,total,total,548.0,9.0
2021-04-03,female,total,140.0,2.0
2021-04-03,male,total,138.0,5.0
2021-04-03,total,total,280.0,7.0
2021-04-04,female,total,96.0,2.0
2021-04-04,male,total,97.0,2.0
2021-04-04,total,total,193.0,4.0
2021-04-05,female,total,86.0,1.0
2021-04-05,male,total,73.0,5.0
2021-04-05,total,total,159.0,6.0
2021-04-06,female,total,443.0,1.0
2021-04-06,male,total,426.0,1.0
2021-04-06,total,total,874.0,2.0
2021-04-07,female,total,341.0,0.0
2021-04-07,male,total,324.0,3.0
2021-04-07,total,total,663.0,3.0
2021-04-08,female,total,297.0,4.0
2021-04-08,male,total,303.0,5.0
2021-04-08,total,total,602.0,9.0
2021-04-09,female,total,342.0,3.0
2021-04-09,male,total,350.0,2.0
2021-04-09,total,total,694.0,5.0
2021-04-10,female,total,308.0,2.0
2021-04-10,male,total,292.0,4.0
2021-04-10,total,total,601.0,6.0
2021-04-11,female,total,291.0,1.0
2021-04-11,male,total,274.0,5.0
2021-04-11,total,total,566.0,6.0
2021-04-12,female,total,126.0,0.0
2021-04-12,male,total,145.0,2.0
2021-04-12,total,total,271.0,2.0
2021-04-13,female,total,212.0,3.0
2021-04-13,male,total,196.0,2.0
2021-04-13,total,total,408.0,5.0
2021-04-14,female,total,337.0,2.0
2021-04-14,male,total,348.0,6.0
2021-04-14,total,total,684.0,8.0
2021-04-15,female,total,229.0,1.0
2021-04-15,male,total,272.0,1.0
2021-04-15,total,total,501.0,2.0
2021-04-16,female,total,265.0,0.0
2021-04-16,male,total,286.0,4.0
2021-04-16,total,total,553.0,4.0
2021-04-17,female,total,330.0,3.0
2021-04-17,male,total,314.0,2.0
2021-04-17,total,total,649.0,5.0
2021-04-18,female,total,220.0,3.0
2021-04-18,male,total,221.0,0.0
2021-04-18,total,total,441.0,3.0
2021-04-19,female,total,118.0,1.0
2021-04-19,male,total,102.0,0.0
2021-04-19,total,total,220.0,1.0
2021-04-20,female,total,221.0,2.0
2021-04-20,male,total,200.0,3.0
2021-04-20,total,total,424.0,5.0
2021-04-21,female,total,317.0,1.0
2021-04-21,male,total,295.0,0.0
2021-04-21,total,total,610.0,1.0
2021-04-22,female,total,318.0,3.0
2021-04-22,male,total,317.0,1.0
2021-04-22,total,total,636.0,4.0
2021-04-23,female,total,255.0,0.0
2021-04-23,male,total,251.0,1.0
2021-04-23,total,total,506.0,1.0
2021-04-24,female,total,307.0,1.0
2021-04-24,male,total,258.0,1.0
2021-04-24,total,total,567.0,2.0
2021-04-25,female,total,260.0,6.0
2021-04-25,male,total,218.0,0.0
2021-04-25,total,total,478.0,6.0
2021-04-26,female,total,106.0,0.0
2021-04-26,male,total,90.0,0.0
2021-04-26,total,total,196.0,0.0
2021-04-27,female,total,188.0,2.0
2021-04-27,male,total,165.0,3.0
2021-04-27,total,total,353.0,5.0
2021-04-28,female,total,280.0,1.0
2021-04-28,male,total,288.0,2.0
2021-04-28,total,total,572.0,3.0
2021-04-29,female,total,239.0,1.0
2021-04-29,male,total,229.0,0.0
2021-04-29,total,total,470.0,1.0
2021-04-30,female,total,204.0,0.0
2021-04-30,male,total,255.0,0.0
2021-04-30,total,total,460.0,0.0
2021-05-01,female,total,230.0,1.0
2021-05-01,male,total,222.0,1.0
2021-05-01,total,total,454.0,2.0
2021-05-02,female,total,177.0,0.0
2021-05-02,male,total,152.0,1.0
2021-05-02,total,total,330.0,1.0
2021-05-03,female,total,90.0,0.0
2021-05-03,male,total,90.0,0.0
2021-05-03,total,total,180.0,0.0
2021-05-04,female,total,129.0,2.0
2021-05-04,male,total,127.0,2.0
2021-05-04,total,total,258.0,4.0
2021-05-05,female,total,184.0,0.0
2021-05-05,male,total,201.0,2.0
2021-05-05,total,total,387.0,2.0
2021-05-06,female,total,182.0,2.0
2021-05-06,male,total,189.0,3.0
2021-05-06,total,total,373.0,5.0
2021-05-07,female,total,189.0,1.0
2021-05-07,male,total,177.0,0.0
2021-05-07,total,total,377.0,1.0
2021-05-08,female,total,182.0,0.0
2021-05-08,male,total,221.0,2.0
2021-05-08,total,total,406.0,2.0
2021-05-09,female,total,171.0,0.0
2021-05-09,male,total,155.0,1.0
2021-05-09,total,total,324.0,1.0
2021-05-10,female,total,74.0,1.0
2021-05-10,male,total,82.0,0.0
2021-05-10,total,total,158.0,1.0
2021-05-11,female,total,132.0,1.0
2021-05-11,male,total,136.0,0.0
2021-05-11,total,total,268.0,1.0
2021-05-12,female,total,235.0,2.0
2021-05-12,male,total,248.0,2.0
2021-05-12,total,total,485.0,4.0
2021-05-13,female,total,221.0,1.0
2021-05-13,male,total,212.0,0.0
2021-05-13,total,total,436.0,1.0
2021-05-14,female,total,220.0,0.0
2021-05-14,male,total,223.0,0.0
2021-05-14,total,total,450.0,0.0
2021-05-15,female,total,234.0,2.0
2021-05-15,male,total,233.0,5.0
2021-05-15,total,total,469.0,7.0
2021-05-16,female,total,154.0,0.0
2021-05-16,male,total,179.0,1.0
2021-05-16,total,total,334.0,1.0
2021-05-17,female,total,95.0,1.0
2021-05-17,male,total,104.0,1.0
2021-05-17,total,total,199.0,2.0
2021-05-18,female,total,167.0,0.0
2021-05-18,male,total,216.0,2.0
2021-05-18,total,total,386.0,2.0
2021-05-19,female,total,262.0,1.0
2021-05-19,male,total,247.0,1.0
2021-05-19,total,total,511.0,2.0
2021-05-20,female,total,234.0,1.0
2021-05-20,male,total,220.0,0.0
2021-05-20,total,total,451.0,1.0
2021-05-21,female,total,266.0,3.0
2021-05-21,male,total,295.0,0.0
2021-05-21,total,total,559.0,3.0
2021-05-22,female,total,261.0,0.0
2021-05-22,male,total,260.0,0.0
2021-05-22,total,total,523.0,0.0
2021-05-23,female,total,214.0,0.0
2021-05-23,male,total,197.0,0.0
2021-05-23,total,total,413.0,0.0
2021-05-24,female,total,119.0,0.0
2021-05-24,male,total,120.0,1.0
2021-05-24,total,total,241.0,1.0
2021-05-25,female,total,190.0,2.0
2021-05-25,male,total,183.0,1.0
2021-05-25,total,total,375.0,3.0
2021-05-26,female,total,298.0,1.0
2021-05-26,male,total,295.0,0.0
2021-05-26,total,total,594.0,1.0
2021-05-27,female,total,298.0,0.0
2021-05-27,male,total,274.0,0.0
2021-05-27,total,total,572.0,0.0
2021-05-28,female,total,297.0,0.0
2021-05-28,male,total,299.0,1.0
2021-05-28,total,total,598.0,1.0
2021-05-29,female,total,294.0,0.0
2021-05-29,male,total,308.0,0.0
2021-05-29,total,total,609.0,0.0
2021-05-30,female,total,220.0,0.0
2021-05-30,male,total,228.0,0.0
2021-05-30,total,total,445.0,0.0
2021-05-31,female,total,207.0,1.0
2021-05-31,male,total,227.0,1.0
2021-05-31,total,total,435.0,2.0
2021-06-01,female,total,232.0,0.0
2021-06-01,male,total,211.0,0.0
2021-06-01,total,total,445.0,0.0
2021-06-02,female,total,386.0,0.0
2021-06-02,male,total,332.0,1.0
2021-06-02,total,total,724.0,1.0
2021-06-03,female,total,373.0,2.0
2021-06-03,male,total,393.0,1.0
2021-06-03,total,total,769.0,3.0
2021-06-04,female,total,206.0,0.0
2021-06-04,male,total,222.0,0.0
2021-06-04,total,total,430.0,0.0
2021-06-05,female,total,261.0,2.0
2021-06-05,male,total,312.0,1.0
2021-06-05,total,total,573.0,3.0
2021-06-06,female,total,305.0,1.0
2021-06-06,male,total,302.0,1.0
2021-06-06,total,total,612.0,2.0
2021-06-07,female,total,191.0,1.0
2021-06-07,male,total,192.0,1.0
2021-06-07,total,total,388.0,2.0
2021-06-08,female,total,266.0,0.0
2021-06-08,male,total,334.0,1.0
2021-06-08,total,total,598.0,1.0
2021-06-09,female,total,439.0,0.0
2021-06-09,male,total,446.0,0.0
2021-06-09,total,total,890.0,0.0
2021-06-10,female,total,478.0,3.0
2021-06-10,male,total,434.0,3.0
2021-06-10,total,total,910.0,6.0
2021-06-11,female,total,260.0,1.0
2021-06-11,male,total,251.0,0.0
2021-06-11,total,total,519.0,1.0
2021-06-12,female,total,414.0,1.0
2021-06-12,male,total,378.0,0.0
2021-06-12,total,total,789.0,1.0
2021-06-13,female,total,365.0,1.0
2021-06-13,male,total,338.0,1.0
2021-06-13,total,total,707.0,2.0
2021-06-14,female,total,325.0,0.0
2021-06-14,male,total,293.0,0.0
2021-06-14,total,total,625.0,0.0
2021-06-15,female,total,486.0,0.0
2021-06-15,male,total,488.0,2.0
2021-06-15,total,total,973.0,2.0
2021-06-16,female,total,716.0,4.0
2021-06-16,male,total,641.0,2.0
2021-06-16,total,total,1350.0,6.0
2021-06-17,female,total,636.0,2.0
2021-06-17,male,total,593.0,0.0
2021-06-17,total,total,1233.0,2.0
2021-06-18,female,total,643.0,4.0
2021-06-18,male,total,647.0,0.0
2021-06-18,total,total,1298.0,4.0
2021-06-19,female,total,619.0,1.0
2021-06-19,male,total,565.0,0.0
2021-06-19,total,total,1183.0,1.0
2021-06-20,female,total,502.0,3.0
2021-06-20,male,total,440.0,0.0
2021-06-20,total,total,941.0,3.0
2021-06-21,female,total,350.0,2.0
2021-06-21,male,total,401.0,1.0
2021-06-21,total,total,756.0,3.0
2021-06-22,female,total,526.0,1.0
2021-06-22,male,total,488.0,5.0
2021-06-22,total,total,1020.0,6.0
2021-06-23,female,total,730.0,1.0
2021-06-23,male,total,768.0,2.0
2021-06-23,total,total,1497.0,3.0
2021-06-24,female,total,818.0,1.0
2021-06-24,male,total,738.0,1.0
2021-06-24,total,total,1560.0,2.0
2021-06-25,female,total,822.0,1.0
2021-06-25,male,total,772.0,1.0
2021-06-25,total,total,1600.0,2.0
2021-06-26,female,total,803.0,1.0
2021-06-26,male,total,757.0,1.0
2021-06-26,total,total,1568.0,2.0
2021-06-27,female,total,752.0,0.0
2021-06-27,male,total,741.0,1.0
