date,gender,cases
2021-08-04,male,889
2021-08-05,male,890
2021-08-06,male,1019
2021-08-07,male,597
2021-08-08,male,448
2021-08-09,male,1255
2021-08-10,male,1025
2021-08-11,male,934
2021-08-12,male,1074
2021-08-13,male,1089
2021-08-14,male,621
2021-08-15,male,354
2021-08-16,male,1328
2021-08-17,male,1110
2021-08-18,male,1045
2021-08-19,male,940
2021-08-20,male,1036
2021-08-21,male,592
2021-08-22,male,462
2021-08-23,male,1224
2021-08-24,male,1161
2021-08-25,male,1159
2021-08-26,male,1014
2021-08-27,male,1057
2021-08-28,male,631
2021-08-29,male,386
2021-08-30,male,1347
2021-08-31,male,1107
2021-09-01,male,1066
2021-09-02,male,1024
2021-09-03,male,1008
2021-09-04,male,574
2021-09-05,male,353
2021-09-06,male,1297
2021-09-07,male,1103
2021-09-08,male,943
2021-09-09,male,965
2021-09-10,male,1118
2021-09-11,male,578
2021-09-12,male,309
2021-09-13,male,1409
2021-09-14,male,1195
2021-09-15,male,1065
2021-09-16,male,1162
2021-09-17,male,1101
2021-09-18,male,606
2021-09-19,male,301
2021-09-20,male,1412
2021-09-21,male,1073
2021-09-22,male,1031
2021-09-23,male,977
2021-09-24,male,1066
2021-09-25,male,573
2021-09-26,male,363
2021-09-27,male,1216
2021-09-28,male,1106
2021-09-29,male,1028
2021-09-30,male,1018
2021-10-01,male,1002
2021-10-02,male,567
2021-10-03,male,318
2021-10-04,male,1283
2021-10-05,male,1099
2021-10-06,male,1247
2021-10-07,male,1203
2021-10-08,male,1156
2021-10-09,male,674
2021-10-10,male,417
2021-10-11,male,1869
2021-10-12,male,1660
2021-10-13,male,1740
2021-10-14,male,1823
2021-10-15,male,1965
2021-10-16,male,1171
2021-10-17,male,736
2021-10-18,male,3080
2021-10-19,male,2995
2021-10-20,male,3043
2021-10-21,male,3223
2021-10-22,male,3393
2021-10-23,male,1946
2021-10-24,male,1125
2021-10-25,male,4612
2021-10-26,male,4455
2021-10-27,male,4433
2021-10-28,male,4223
2021-10-29,male,4402
2021-10-30,male,2389
2021-10-31,male,1428
2021-11-01,male,1667
2021-11-02,male,5364
2021-11-03,male,5083
2021-11-04,male,4807
2021-11-05,male,5286
2021-11-06,male,3176
2021-11-07,male,1938
2021-11-08,male,7097
2021-11-09,male,6251
2021-11-10,male,6131
2021-11-11,male,2466
2021-11-12,male,6497
2021-11-13,male,4075
2021-11-14,male,2546
2021-11-15,male,9893
2021-11-16,male,8942
2021-11-17,male,8660
2021-11-18,male,9020
2021-11-19,male,9291
2021-11-20,male,5406
2021-11-21,male,3257
2021-11-22,male,12211
2021-11-23,male,10269
2021-11-24,male,9822
2021-11-25,male,9768
2021-11-26,male,9658
2021-11-27,male,5660
2021-11-28,male,3413
2021-11-29,male,11959
2021-11-30,male,10170
2021-12-01,male,9653
2021-12-02,male,8954
2021-12-03,male,8522
2021-12-04,male,4654
2021-12-05,male,2882
2021-12-06,male,9976
2021-12-07,male,7564
2021-12-08,male,7338
2021-12-09,male,6541
2021-12-10,male,6387
2021-12-11,male,3518
2021-12-12,male,1951
2021-12-13,male,6876
2021-12-14,male,5142
2021-12-15,male,4566
2021-12-16,male,3988
2021-12-17,male,3776
2021-12-18,male,2318
2021-12-19,male,1456
2021-12-20,male,4541
2021-12-21,male,3625
2021-12-22,male,3611
2021-12-23,male,3658
2021-12-24,male,3199
2021-12-25,male,1422
2021-12-26,male,2279
2021-12-27,male,6414
2021-12-28,male,6054
2021-12-29,male,7195
2021-12-30,male,7549
2021-12-31,male,5876
2022-01-01,male,1922
2022-01-02,male,4316
2022-01-03,male,12884
2022-01-04,male,13241
2022-01-05,male,12379
2022-01-06,male,10995
2022-01-07,male,11220
2022-01-08,male,7259
2022-01-09,male,5287
2022-01-10,male,17862
2022-01-11,male,14791
2022-01-12,male,14521
2022-01-13,male,14118
2022-01-14,male,14891
2022-01-15,male,9903
2022-01-16,male,7018
2022-01-17,male,29134
2022-01-18,male,28339
2022-01-19,male,28368
2022-01-20,male,26319
2022-01-21,male,26045
2022-01-22,male,15069
2022-01-23,male,9423
2022-01-24,male,34382
2022-01-25,male,28714
2022-01-26,male,24445
2022-01-27,male,9241
2022-01-28,male,13
