date,cases,gender
2020-03-06,,male
2020-03-07,1.0,male
2020-03-08,0.0,male
2020-03-09,1.0,male
2020-03-10,0.0,male
2020-03-11,1.0,male
2020-03-12,4.0,male
2020-03-13,8.0,male
2020-03-14,7.0,male
2020-03-15,9.0,male
2020-03-16,6.0,male
2020-03-17,12.0,male
2020-03-18,5.0,male
2020-03-19,12.0,male
2020-03-20,10.0,male
2020-03-21,19.0,male
2020-03-22,4.0,male
2020-03-23,7.0,male
2020-03-24,9.0,male
2020-03-25,4.0,male
2020-03-26,23.0,male
2020-03-27,9.0,male
2020-03-28,14.0,male
2020-03-29,14.0,male
2020-03-30,12.0,male
2020-03-31,24.0,male
2020-04-01,12.0,male
2020-04-02,16.0,male
2020-04-03,15.0,male
2020-04-04,7.0,male
2020-04-05,26.0,male
2020-04-06,27.0,male
2020-04-07,52.0,male
2020-04-08,12.0,male
2020-04-09,6.0,male
2020-04-10,3.0,male
2020-04-11,7.0,male
2020-04-12,7.0,male
2020-04-13,19.0,male
2020-04-14,9.0,male
2020-04-15,58.0,male
2020-04-16,37.0,male
2020-04-17,20.0,male
2020-04-18,26.0,male
2020-04-19,9.0,male
2020-04-20,15.0,male
2020-04-21,16.0,male
2020-04-22,46.0,male
2020-04-23,19.0,male
2020-04-24,5.0,male
2020-04-25,2.0,male
2020-04-26,1.0,male
2020-04-27,2.0,male
2020-04-28,2.0,male
2020-04-29,2.0,male
2020-04-30,2.0,male
2020-05-01,2.0,male
2020-05-02,1.0,male
2020-05-03,2.0,male
2020-05-04,7.0,male
2020-05-05,3.0,male
2020-05-06,8.0,male
2020-05-07,3.0,male
2020-05-08,0.0,male
2020-05-09,0.0,male
2020-05-10,0.0,male
2020-05-11,2.0,male
2020-05-12,2.0,male
2020-05-13,4.0,male
2020-05-14,1.0,male
2020-05-15,7.0,male
2020-05-16,1.0,male
2020-05-17,1.0,male
2020-05-18,0.0,male
2020-05-19,1.0,male
2020-05-20,3.0,male
2020-05-21,1.0,male
2020-05-22,0.0,male
2020-05-23,5.0,male
2020-05-24,1.0,male
2020-05-25,1.0,male
2020-05-26,2.0,male
2020-05-27,4.0,male
2020-05-28,0.0,male
2020-05-29,1.0,male
2020-05-30,0.0,male
2020-05-31,1.0,male
2020-06-01,0.0,male
2020-06-02,2.0,male
2020-06-03,1.0,male
2020-06-04,0.0,male
2020-06-05,1.0,male
2020-06-06,0.0,male
2020-06-07,1.0,male
2020-06-08,1.0,male
2020-06-09,1.0,male
2020-06-10,8.0,male
2020-06-11,1.0,male
2020-06-12,1.0,male
2020-06-13,3.0,male
2020-06-14,3.0,male
2020-06-15,0.0,male
2020-06-16,0.0,male
2020-06-17,1.0,male
2020-06-18,10.0,male
2020-06-19,3.0,male
2020-06-20,0.0,male
2020-06-21,0.0,male
2020-06-22,1.0,male
2020-06-23,10.0,male
2020-06-24,12.0,male
2020-06-25,6.0,male
2020-06-26,9.0,male
2020-06-27,5.0,male
2020-06-28,1.0,male
2020-06-29,1.0,male
2020-06-30,10.0,male
2020-07-01,9.0,male
2020-07-02,11.0,male
2020-07-03,26.0,male
2020-07-04,10.0,male
2020-07-05,1.0,male
2020-07-06,0.0,male
2020-07-07,22.0,male
2020-07-08,31.0,male
2020-07-09,12.0,male
2020-07-10,13.0,male
2020-07-11,4.0,male
2020-07-12,0.0,male
2020-07-13,4.0,male
2020-07-14,12.0,male
2020-07-15,14.0,male
2020-07-16,10.0,male
2020-07-17,5.0,male
2020-07-18,3.0,male
2020-07-19,1.0,male
2020-07-20,27.0,male
2020-07-21,26.0,male
2020-07-22,20.0,male
2020-07-23,15.0,male
2020-07-24,12.0,male
2020-07-25,14.0,male
2020-07-26,2.0,male
2020-07-27,13.0,male
2020-07-28,31.0,male
2020-07-29,11.0,male
2020-07-30,18.0,male
2020-07-31,26.0,male
2020-08-01,4.0,male
2020-08-02,8.0,male
2020-08-03,5.0,male
2020-08-04,19.0,male
2020-08-05,30.0,male
2020-08-06,27.0,male
2020-08-07,27.0,male
2020-08-08,21.0,male
2020-08-09,1.0,male
2020-08-10,9.0,male
2020-08-11,29.0,male
2020-08-12,27.0,male
2020-08-13,26.0,male
2020-08-14,28.0,male
2020-08-15,26.0,male
2020-08-16,3.0,male
2020-08-17,8.0,male
2020-08-18,51.0,male
2020-08-19,28.0,male
2020-08-20,76.0,male
2020-08-21,49.0,male
2020-08-22,28.0,male
2020-08-23,40.0,male
2020-08-24,15.0,male
2020-08-25,39.0,male
2020-08-26,53.0,male
2020-08-27,46.0,male
2020-08-28,58.0,male
2020-08-29,18.0,male
2020-08-30,21.0,male
2020-08-31,38.0,male
2020-09-01,25.0,male
2020-09-02,58.0,male
2020-09-03,70.0,male
2020-09-04,122.0,male
2020-09-05,42.0,male
2020-09-06,14.0,male
2020-09-07,38.0,male
2020-09-08,82.0,male
2020-09-09,89.0,male
2020-09-10,88.0,male
2020-09-11,115.0,male
2020-09-12,32.0,male
2020-09-13,25.0,male
2020-09-14,81.0,male
2020-09-15,44.0,male
2020-09-16,98.0,male
2020-09-17,119.0,male
2020-09-18,138.0,male
2020-09-19,68.0,male
2020-09-20,32.0,male
2020-09-21,79.0,male
2020-09-22,171.0,male
2020-09-23,182.0,male
2020-09-24,195.0,male
2020-09-25,262.0,male
2020-09-26,243.0,male
2020-09-27,138.0,male
2020-09-28,110.0,male
2020-09-29,252.0,male
2020-09-30,380.0,male
2020-10-01,315.0,male
2020-10-02,311.0,male
2020-10-03,394.0,male
2020-10-04,172.0,male
2020-10-05,153.0,male
2020-10-06,445.0,male
2020-10-07,521.0,male
2020-10-08,605.0,male
2020-10-09,895.0,male
2020-10-10,523.0,male
2020-10-11,248.0,male
2020-10-12,251.0,male
2020-10-13,694.0,male
2020-10-14,884.0,male
2020-10-15,948.0,male
2020-10-16,950.0,male
2020-10-17,757.0,male
2020-10-18,435.0,male
2020-10-19,356.0,male
2020-10-20,1002.0,male
2020-10-21,810.0,male
2020-10-22,1287.0,male
2020-10-23,1364.0,male
2020-10-24,1421.0,male
2020-10-25,606.0,male
2020-10-26,460.0,male
2020-10-27,1316.0,male
2020-10-28,1267.0,male
2020-10-29,1543.0,male
2020-10-30,1251.0,male
2020-10-31,1000.0,male
2020-11-01,911.0,male
2020-11-02,819.0,male
2020-11-03,1500.0,male
2020-11-04,930.0,male
2020-11-05,1084.0,male
2020-11-06,1188.0,male
2020-11-07,880.0,male
2020-11-08,273.0,male
2020-11-09,501.0,male
2020-11-10,927.0,male
2020-11-11,1206.0,male
2020-11-12,913.0,male
2020-11-13,826.0,male
2020-11-14,565.0,male
2020-11-15,228.0,male
2020-11-16,595.0,male
2020-11-17,549.0,male
2020-11-18,726.0,male
2020-11-19,830.0,male
2020-11-20,817.0,male
2020-11-21,440.0,male
2020-11-22,108.0,male
2020-11-23,486.0,male
2020-11-24,838.0,male
2020-11-25,979.0,male
2020-11-26,861.0,male
2020-11-27,652.0,male
2020-11-28,539.0,male
2020-11-29,92.0,male
2020-11-30,577.0,male
2020-12-01,909.0,male
2020-12-02,915.0,male
2020-12-03,1022.0,male
2020-12-04,954.0,male
2020-12-05,554.0,male
2020-12-06,258.0,male
2020-12-07,914.0,male
2020-12-08,1223.0,male
2020-12-09,1452.0,male
2020-12-10,984.0,male
2020-12-11,1703.0,male
2020-12-12,1026.0,male
2020-12-13,242.0,male
2020-12-14,930.0,male
2020-12-15,1653.0,male
2020-12-16,1435.0,male
2020-12-17,1804.0,male
2020-12-18,1458.0,male
2020-12-19,1020.0,male
2020-12-20,556.0,male
2020-12-21,1282.0,male
2020-12-22,1724.0,male
2020-12-23,1190.0,male
2020-12-24,1900.0,male
2020-12-25,501.0,male
2020-12-26,409.0,male
2020-12-27,255.0,male
2020-12-28,1000.0,male
2020-12-29,1417.0,male
2020-12-30,3006.0,male
2020-12-31,2349.0,male
2021-01-01,835.0,male
2021-01-02,577.0,male
2021-01-03,312.0,male
2021-01-04,1406.0,male
2021-01-05,2334.0,male
2021-01-06,1042.0,male
2021-01-07,1434.0,male
2021-01-08,2028.0,male
2021-01-09,1371.0,male
2021-01-10,393.0,male
2021-01-11,1150.0,male
2021-01-12,1744.0,male
2021-01-13,1372.0,male
2021-01-14,1276.0,male
2021-01-15,955.0,male
2021-01-16,264.0,male
2021-01-17,525.0,male
2021-01-18,890.0,male
2021-01-19,1200.0,male
2021-01-20,1195.0,male
2021-01-21,862.0,male
2021-01-22,753.0,male
2021-01-23,974.0,male
2021-01-24,272.0,male
2021-01-25,752.0,male
2021-01-26,1367.0,male
2021-01-27,985.0,male
2021-01-28,1269.0,male
2021-01-29,1070.0,male
2021-01-30,816.0,male
2021-01-31,204.0,male
2021-02-01,884.0,male
2021-02-02,1301.0,male
2021-02-03,1004.0,male
2021-02-04,1286.0,male
2021-02-05,1055.0,male
2021-02-06,744.0,male
2021-02-07,395.0,male
2021-02-08,784.0,male
2021-02-09,1526.0,male
2021-02-10,1226.0,male
2021-02-11,1225.0,male
2021-02-12,1160.0,male
2021-02-13,715.0,male
2021-02-14,273.0,male
2021-02-15,697.0,male
2021-02-16,1559.0,male
2021-02-17,1205.0,male
2021-02-18,1121.0,male
2021-02-19,1316.0,male
2021-02-20,767.0,male
2021-02-21,322.0,male
2021-02-22,971.0,male
2021-02-23,1766.0,male
2021-02-24,1169.0,male
2021-02-25,1317.0,male
2021-02-26,1375.0,male
2021-02-27,887.0,male
2021-02-28,440.0,male
2021-03-01,1026.0,male
2021-03-02,1605.0,male
2021-03-03,1380.0,male
2021-03-04,1186.0,male
2021-03-05,1239.0,male
2021-03-06,648.0,male
2021-03-07,192.0,male
2021-03-08,1059.0,male
2021-03-09,1725.0,male
2021-03-10,987.0,male
2021-03-11,1108.0,male
2021-03-12,1182.0,male
2021-03-13,607.0,male
2021-03-14,204.0,male
2021-03-15,787.0,male
2021-03-16,1402.0,male
2021-03-17,1008.0,male
2021-03-18,847.0,male
2021-03-19,855.0,male
2021-03-20,459.0,male
2021-03-21,164.0,male
2021-03-22,621.0,male
2021-03-23,999.0,male
2021-03-24,796.0,male
2021-03-25,630.0,male
2021-03-26,733.0,male
2021-03-27,458.0,male
2021-03-28,104.0,male
2021-03-29,606.0,male
2021-03-30,879.0,male
2021-03-31,653.0,male
2021-04-01,678.0,male
2021-04-02,365.0,male
2021-04-03,301.0,male
2021-04-04,75.0,male
2021-04-05,163.0,male
2021-04-06,578.0,male
2021-04-07,754.0,male
2021-04-08,453.0,male
2021-04-09,523.0,male
2021-04-10,283.0,male
2021-04-11,45.0,male
2021-04-12,425.0,male
2021-04-13,514.0,male
2021-04-14,415.0,male
2021-04-15,311.0,male
2021-04-16,364.0,male
2021-04-17,296.0,male
2021-04-18,45.0,male
2021-04-19,303.0,male
2021-04-20,385.0,male
2021-04-21,317.0,male
2021-04-22,232.0,male
2021-04-23,413.0,male
2021-04-24,227.0,male
2021-04-25,44.0,male
2021-04-26,251.0,male
2021-04-27,332.0,male
2021-04-28,274.0,male
2021-04-29,225.0,male
2021-04-30,247.0,male
2021-05-01,191.0,male
2021-05-02,68.0,male
2021-05-03,192.0,male
2021-05-04,329.0,male
2021-05-05,162.0,male
2021-05-06,167.0,male
2021-05-07,182.0,male
2021-05-08,34.0,male
2021-05-09,158.0,male
2021-05-10,167.0,male
2021-05-11,195.0,male
2021-05-12,147.0,male
2021-05-13,133.0,male
2021-05-14,130.0,male
2021-05-15,49.0,male
2021-05-16,58.0,male
2021-05-17,108.0,male
2021-05-18,127.0,male
2021-05-19,128.0,male
2021-05-20,71.0,male
2021-05-21,101.0,male
2021-05-22,54.0,male
2021-05-23,10.0,male
2021-05-24,63.0,male
2021-05-25,89.0,male
2021-05-26,82.0,male
2021-05-27,56.0,male
2021-05-28,83.0,male
2021-05-29,41.0,male
2021-05-30,16.0,male
2021-05-31,72.0,male
2021-06-01,56.0,male
2021-06-02,61.0,male
2021-06-03,45.0,male
2021-06-04,49.0,male
2021-06-05,40.0,male
2021-06-06,8.0,male
2021-06-07,48.0,male
2021-06-08,81.0,male
2021-06-09,50.0,male
2021-06-10,45.0,male
2021-06-11,50.0,male
2021-06-12,21.0,male
2021-06-13,4.0,male
2021-06-14,25.0,male
2021-06-15,29.0,male
2021-06-16,29.0,male
2021-06-17,20.0,male
2021-06-18,27.0,male
2021-06-19,11.0,male
2021-06-20,0.0,male
2021-06-21,24.0,male
2021-06-22,17.0,male
2021-06-23,17.0,male
2021-06-24,15.0,male
2021-06-25,25.0,male
2021-06-26,6.0,male
2021-06-27,8.0,male
2021-06-28,20.0,male
2021-06-29,18.0,male
2021-06-30,10.0,male
2021-07-01,8.0,male
2021-07-02,7.0,male
2021-07-03,12.0,male
2021-07-04,1.0,male
2021-07-05,9.0,male
2021-07-06,23.0,male
2021-07-07,18.0,male
2021-07-08,20.0,male
2021-07-09,21.0,male
2021-07-10,17.0,male
2021-07-11,4.0,male
2021-07-12,15.0,male
2021-07-13,6.0,male
2021-07-14,14.0,male
2021-07-15,10.0,male
2021-07-16,18.0,male
2021-07-17,10.0,male
2021-07-18,2.0,male
2021-07-19,14.0,male
2021-07-20,21.0,male
2021-07-21,14.0,male
2021-07-22,21.0,male
2021-07-23,18.0,male
2021-07-24,19.0,male
2021-07-25,2.0,male
2021-07-26,26.0,male
2021-07-27,44.0,male
2021-07-28,26.0,male
2021-07-29,25.0,male
2021-07-30,34.0,male
2021-07-31,29.0,male
2021-08-01,5.0,male
2021-08-02,16.0,male
2021-08-03,41.0,male
2021-08-04,27.0,male
2021-08-05,29.0,male
2021-08-06,24.0,male
2021-08-07,21.0,male
2021-08-08,12.0,male
2021-08-09,46.0,male
2021-08-10,29.0,male
2021-08-11,30.0,male
2021-08-12,27.0,male
2021-08-13,52.0,male
2021-08-14,36.0,male
2021-08-15,4.0,male
2021-08-16,32.0,male
2021-08-17,59.0,male
2021-08-18,36.0,male
2021-08-19,38.0,male
2021-08-20,48.0,male
2021-08-21,54.0,male
2021-08-22,4.0,male
2021-08-23,50.0,male
2021-08-24,33.0,male
2021-08-25,79.0,male
2021-08-26,42.0,male
2021-08-27,67.0,male
2021-08-28,44.0,male
2021-08-29,20.0,male
2021-08-30,62.0,male
2021-08-31,96.0,male
2021-09-01,73.0,male
2021-09-02,98.0,male
2021-09-03,160.0,male
2021-09-04,108.0,male
2021-09-05,55.0,male
2021-09-06,144.0,male
2021-09-07,180.0,male
2021-09-08,226.0,male
2021-09-09,197.0,male
2021-09-10,259.0,male
2021-09-11,197.0,male
2021-09-12,30.0,male
2021-09-13,209.0,male
2021-09-14,362.0,male
2021-09-15,193.0,male
2021-09-16,469.0,male
2021-09-17,391.0,male
2021-09-18,353.0,male
2021-09-19,56.0,male
2021-09-20,423.0,male
2021-09-21,554.0,male
2021-09-22,441.0,male
2021-09-23,403.0,male
2021-09-24,493.0,male
2021-09-25,301.0,male
2021-09-26,65.0,male
2021-09-27,462.0,male
2021-09-28,660.0,male
2021-09-29,659.0,male
2021-09-30,561.0,male
2021-10-01,591.0,male
2021-10-02,469.0,male
2021-10-03,127.0,male
2021-10-04,598.0,male
2021-10-05,897.0,male
2021-10-06,696.0,male
2021-10-07,767.0,male
2021-10-08,812.0,male
2021-10-09,562.0,male
2021-10-10,198.0,male
2021-10-11,708.0,male
2021-10-12,1109.0,male
2021-10-13,895.0,male
2021-10-14,906.0,male
2021-10-15,937.0,male
2021-10-16,831.0,male
2021-10-17,276.0,male
2020-03-06,,female
2020-03-07,1.0,female
2020-03-08,2.0,female
2020-03-09,1.0,female
2020-03-10,0.0,female
2020-03-11,2.0,female
2020-03-12,7.0,female
2020-03-13,3.0,female
2020-03-14,5.0,female
2020-03-15,8.0,female
2020-03-16,5.0,female
2020-03-17,12.0,female
2020-03-18,3.0,female
2020-03-19,7.0,female
2020-03-20,4.0,female
2020-03-21,22.0,female
2020-03-22,3.0,female
2020-03-23,12.0,female
2020-03-24,3.0,female
2020-03-25,6.0,female
2020-03-26,20.0,female
2020-03-27,14.0,female
2020-03-28,8.0,female
2020-03-29,8.0,female
2020-03-30,15.0,female
2020-03-31,13.0,female
2020-04-01,14.0,female
2020-04-02,8.0,female
2020-04-03,6.0,female
2020-04-04,7.0,female
2020-04-05,23.0,female
2020-04-06,20.0,female
2020-04-07,49.0,female
2020-04-08,7.0,female
