date,cases,gender
2020-02-29,,male
2020-03-01,12.0,male
2020-03-02,17.0,male
2020-03-03,33.0,male
2020-03-04,58.0,male
2020-03-05,101.0,male
2020-03-06,134.0,male
2020-03-07,130.0,male
2020-03-08,198.0,male
2020-03-09,363.0,male
2020-03-10,522.0,male
2020-03-11,636.0,male
2020-03-12,905.0,male
2020-03-13,1139.0,male
2020-03-14,1088.0,male
2020-03-15,1163.0,male
2020-03-16,1626.0,male
2020-03-17,2163.0,male
2020-03-18,2312.0,male
2020-03-19,2877.0,male
2020-03-20,3161.0,male
2020-03-21,2842.0,male
2020-03-22,2708.0,male
2020-03-23,3906.0,male
2020-03-24,4634.0,male
2020-03-25,4861.0,male
2020-03-26,4918.0,male
2020-03-27,4309.0,male
2020-03-28,3274.0,male
2020-03-29,2379.0,male
2020-03-30,3640.0,male
2020-03-31,3609.0,male
2020-04-01,3005.0,male
2020-04-02,2944.0,male
2020-04-03,2830.0,male
2020-04-04,1876.0,male
2020-04-05,1299.0,male
2020-04-06,2208.0,male
2020-04-07,2032.0,male
2020-04-08,2018.0,male
2020-04-09,1672.0,male
2020-04-10,1559.0,male
2020-04-11,1117.0,male
2020-04-12,892.0,male
2020-04-13,1142.0,male
2020-04-14,1333.0,male
2020-04-15,1209.0,male
2020-04-16,1158.0,male
2020-04-17,1083.0,male
2020-04-18,686.0,male
2020-04-19,455.0,male
2020-04-20,824.0,male
2020-04-21,867.0,male
2020-04-22,880.0,male
2020-04-23,706.0,male
2020-04-24,707.0,male
2020-04-25,438.0,male
2020-04-26,245.0,male
2020-04-27,532.0,male
2020-04-28,532.0,male
2020-04-29,484.0,male
2020-04-30,427.0,male
2020-05-01,246.0,male
2020-05-02,193.0,male
2020-05-03,152.0,male
2020-05-04,309.0,male
2020-05-05,314.0,male
2020-05-06,287.0,male
2020-05-07,291.0,male
2020-05-08,270.0,male
2020-05-09,138.0,male
2020-05-10,124.0,male
2020-05-11,217.0,male
2020-05-12,259.0,male
2020-05-13,283.0,male
2020-05-14,292.0,male
2020-05-15,286.0,male
2020-05-16,118.0,male
2020-05-17,100.0,male
2020-05-18,247.0,male
2020-05-19,323.0,male
2020-05-20,294.0,male
2020-05-21,297.0,male
2020-05-22,289.0,male
2020-05-23,125.0,male
2020-05-24,99.0,male
2020-05-25,203.0,male
2020-05-26,301.0,male
2020-05-27,252.0,male
2020-05-28,237.0,male
2020-05-29,278.0,male
2020-05-30,129.0,male
2020-05-31,81.0,male
2020-06-01,137.0,male
2020-06-02,186.0,male
2020-06-03,229.0,male
2020-06-04,218.0,male
2020-06-05,261.0,male
2020-06-06,119.0,male
2020-06-07,65.0,male
2020-06-08,131.0,male
2020-06-09,175.0,male
2020-06-10,178.0,male
2020-06-11,142.0,male
2020-06-12,202.0,male
2020-06-13,51.0,male
2020-06-14,32.0,male
2020-06-15,114.0,male
2020-06-16,166.0,male
2020-06-17,173.0,male
2020-06-18,166.0,male
2020-06-19,162.0,male
2020-06-20,113.0,male
2020-06-21,91.0,male
2020-06-22,104.0,male
2020-06-23,198.0,male
2020-06-24,179.0,male
2020-06-25,165.0,male
2020-06-26,199.0,male
2020-06-27,137.0,male
2020-06-28,89.0,male
2020-06-29,144.0,male
2020-06-30,201.0,male
2020-07-01,229.0,male
2020-07-02,221.0,male
2020-07-03,288.0,male
2020-07-04,137.0,male
2020-07-05,105.0,male
2020-07-06,171.0,male
2020-07-07,339.0,male
2020-07-08,376.0,male
2020-07-09,412.0,male
2020-07-10,575.0,male
2020-07-11,316.0,male
2020-07-12,193.0,male
2020-07-13,444.0,male
2020-07-14,655.0,male
2020-07-15,745.0,male
2020-07-16,781.0,male
2020-07-17,1038.0,male
2020-07-18,728.0,male
2020-07-19,629.0,male
2020-07-20,785.0,male
2020-07-21,1129.0,male
2020-07-22,1145.0,male
2020-07-23,1232.0,male
2020-07-24,1424.0,male
2020-07-25,849.0,male
2020-07-26,734.0,male
2020-07-27,1036.0,male
2020-07-28,1458.0,male
2020-07-29,1567.0,male
2020-07-30,1741.0,male
2020-07-31,1894.0,male
2020-08-01,1452.0,male
2020-08-02,952.0,male
2020-08-03,1345.0,male
2020-08-04,2219.0,male
2020-08-05,2107.0,male
2020-08-06,2381.0,male
2020-08-07,2718.0,male
2020-08-08,1749.0,male
2020-08-09,1320.0,male
2020-08-10,1901.0,male
2020-08-11,2967.0,male
2020-08-12,3184.0,male
2020-08-13,3434.0,male
2020-08-14,4146.0,male
2020-08-15,2416.0,male
2020-08-16,1700.0,male
2020-08-17,2495.0,male
2020-08-18,4130.0,male
2020-08-19,4213.0,male
2020-08-20,4342.0,male
2020-08-21,5114.0,male
2020-08-22,2967.0,male
2020-08-23,2160.0,male
2020-08-24,2997.0,male
2020-08-25,5055.0,male
2020-08-26,5039.0,male
2020-08-27,4977.0,male
2020-08-28,5751.0,male
2020-08-29,3316.0,male
2020-08-30,2505.0,male
2020-08-31,3304.0,male
2020-09-01,5055.0,male
2020-09-02,5221.0,male
2020-09-03,5188.0,male
2020-09-04,6307.0,male
2020-09-05,3791.0,male
2020-09-06,2680.0,male
2020-09-07,3443.0,male
2020-09-08,5751.0,male
2020-09-09,6129.0,male
2020-09-10,6258.0,male
2020-09-11,6781.0,male
