Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
Sofia,05/16/2020,64.4,81.8,72.4,51.1,49.24,79.7,17.5,196.9,254.09,,0.0,0.0,,7.4,26.7,1016.2,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Partially cloudy
Sofia,05/17/2020,59.0,84.2,72.3,56.4,59.81,83.1,15.5,76.1,136.76,,0.0,0.0,,7.4,21.4,1017.3,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Clear
Sofia,05/18/2020,60.8,80.6,70.8,56.7,62.39,80.8,17.2,35.8,150.39,,0.0,0.0,,7.1,27.7,1019.3,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Partially cloudy
Sofia,05/19/2020,61.7,77.0,69.2,56.0,63.49,,20.8,,112.71,,0.0,0.0,,7.1,27.9,1017.1,"Thunderstorm, Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Partially cloudy
Sofia,05/20/2020,58.5,82.4,69.1,56.7,66.66,81.5,25.3,89.5,132.38,,0.92,8.33,,7.3,22.4,1008.2,"Hail Showers, Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Rain
Sofia,05/21/2020,50.7,63.5,56.4,49.4,77.73,,12.8,24.2,219.32,,0.35,12.5,0.39,6.8,59.9,1011.0,"Snow And Rain Showers, Snow Showers, Rain, Thunderstorm Without Precipitation, Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/22/2020,47.8,64.4,55.7,40.8,62.35,,15.0,,291.27,45.1,0.12,8.33,,7.1,60.0,1019.5,"Light Snow, Rain Showers, Fog, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/23/2020,37.7,68.0,54.6,37.4,54.85,,11.4,,279.9,34.2,0.01,4.17,,8.0,28.6,1023.4,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/24/2020,46.3,69.8,55.0,44.5,69.66,,20.8,33.6,223.81,45.1,0.19,4.17,,7.3,35.4,1023.0,"Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Snow",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/25/2020,46.4,59.0,52.4,44.7,76.14,,11.4,53.7,264.75,44.2,0.22,12.5,,6.9,45.0,1023.5,"Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/26/2020,44.5,57.2,50.9,44.7,80.35,,10.4,,207.95,42.5,0.24,16.67,,6.4,61.4,1021.7,"Snow And Rain Showers, Light Snow, Precipitation In Vicinity, Rain, Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Snow",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/27/2020,47.1,60.8,52.2,45.0,77.76,,17.2,53.7,263.42,44.1,0.52,16.67,,6.8,68.1,1021.6,"Light Snow, Precipitation In Vicinity, Rain, Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Unchanged, Snow",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/28/2020,47.6,57.2,51.8,47.2,84.61,,13.9,53.7,257.18,46.3,0.4,16.67,0.0,6.0,63.5,1019.4,"Snow Showers, Thunderstorm, Rain Showers, Fog, Light Rain, Sky Coverage Increasing, Snow",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/29/2020,47.6,60.8,53.9,46.9,78.23,,11.4,24.2,265.27,45.1,0.23,16.67,,7.1,56.8,1016.4,"Snow Showers, Precipitation In Vicinity, Rain, Fog, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Snow",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/30/2020,48.6,66.2,55.9,45.2,69.25,,16.1,,296.63,45.6,0.1,12.5,,7.3,51.8,1015.5,"Precipitation In Vicinity, Rain, Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,05/31/2020,48.2,62.7,56.2,45.7,69.17,,16.1,,255.68,,0.07,12.5,,7.4,57.4,1013.8,"Snow Showers, Precipitation In Vicinity, Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,06/01/2020,50.9,59.0,55.1,43.0,63.96,,17.2,,288.54,,0.0,0.0,,6.8,70.7,1013.0,"Fog, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Partially cloudy
Sofia,06/02/2020,48.2,62.6,54.3,45.4,73.06,,12.8,,265.58,48.7,0.05,8.33,,7.2,51.3,1011.0,"Snow Showers, Precipitation In Vicinity, Rain, Fog, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Snow",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,06/03/2020,42.6,64.4,53.9,41.5,65.99,,17.2,,252.6,40.9,0.02,12.5,,7.4,40.0,1010.0,"Snow Showers, Precipitation In Vicinity, Fog, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,06/04/2020,47.9,76.9,62.0,45.8,60.08,,16.1,,179.22,45.6,0.01,4.17,,7.8,51.1,1009.4,"Fog, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
Sofia,06/05/2020,56.0,78.8,68.1,48.5,51.74,,12.1,89.5,116.87,,0.0,0.0,,7.9,28.9,1007.6,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",42.6972,23.3243,"София, България","София, България",,Partially cloudy
Sofia,06/06/2020,55.4,75.2,64.4,50.8,63.54,,15.0,76.1,138.45,,0.03,8.33,,7.7,33.6,1008.3,"Precipitation In Vicinity, Rain, Thunderstorm Without Precipitation, Rain Showers, Fog, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged, Smoke Or Haze",42.6972,23.3243,"София, България","София, България",,"Rain, Partially cloudy"
