Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions,You have exceeded the maximum number of daily result records for your account. Please add a credit card to continue retrieving results.
Belgrade,06/02/2021,47.4,72.1,61.5,44.0,56.66,,10.7,,224.04,45.9,0.0,0.0,,8.1,11.6,1019.7,Mist,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/03/2021,49.4,74.5,63.9,45.7,54.9,,11.7,,220.3,48.2,0.0,0.0,,10.6,5.0,1023.1,Mist,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/04/2021,52.3,77.0,66.0,46.6,53.33,,7.0,,198.42,,0.0,0.0,,10.1,10.4,1024.0,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/05/2021,53.0,80.6,69.9,47.6,48.46,79.4,6.6,,108.92,,0.0,0.0,,11.0,1.7,1020.1,Smoke Or Haze,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/06/2021,58.7,75.2,66.4,55.7,69.2,,8.8,,199.63,,0.06,8.33,,9.7,25.3,1016.6,"Rain, Rain Showers, Fog, Sky Coverage Decreasing, Sky Coverage Increasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,"Rain, Partially cloudy",
Belgrade,06/07/2021,58.7,81.6,70.9,56.2,63.92,81.0,8.3,,227.67,,0.0,0.0,,8.2,15.3,1016.4,"Mist, Fog",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/08/2021,57.9,82.6,71.5,53.6,56.57,81.8,10.3,,248.0,,0.0,0.0,,10.7,5.6,1015.6,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/09/2021,57.9,85.2,72.3,53.6,54.87,83.5,7.8,,257.0,,0.0,0.0,,10.3,3.0,1014.6,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/10/2021,61.4,80.7,72.2,56.5,59.98,80.8,15.0,35.8,293.58,,0.08,4.17,,9.1,16.4,1014.9,"Lightning Without Thunder, Rain, Thunderstorm Without Precipitation, Rain Showers",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Rain,
Belgrade,06/11/2021,59.8,75.8,67.3,57.8,72.35,,11.3,24.6,230.46,,0.68,12.5,0.0,9.7,32.3,1015.3,"Rain, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,"Rain, Partially cloudy",
Belgrade,06/12/2021,58.1,80.7,69.8,57.6,67.6,80.9,12.8,,255.63,,0.82,16.67,,9.2,14.0,1015.6,"Rain, Thunderstorm, Thunderstorm Without Precipitation, Light Rain, Sky Coverage Decreasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Rain,
Belgrade,06/13/2021,60.3,74.9,68.1,54.1,63.88,,19.8,33.0,293.0,,0.24,8.33,,9.0,32.4,1016.4,"Rain, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,"Rain, Partially cloudy",
Belgrade,06/14/2021,53.6,67.9,61.5,47.3,60.4,,15.3,,279.33,,0.2,8.33,,10.3,33.5,1019.0,"Rain, Thunderstorm, Rain Showers, Light Rain, Sky Coverage Increasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,"Rain, Partially cloudy",
Belgrade,06/15/2021,55.3,75.7,66.0,52.7,63.61,,10.8,,298.46,,0.0,0.0,,10.3,25.2,1017.5,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Partially cloudy,
Belgrade,06/16/2021,56.2,82.7,70.9,55.5,61.27,82.2,8.9,18.3,273.83,,0.0,0.0,,10.7,6.4,1015.7,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/17/2021,62.8,85.1,75.0,57.5,56.61,84.5,7.4,,230.92,,0.08,4.17,,10.2,11.7,1016.8,"Thunderstorm, Sky Coverage Increasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Rain,
Belgrade,06/18/2021,62.8,86.0,75.6,59.9,60.3,85.7,6.9,,193.18,,0.0,0.0,,9.2,11.3,1016.2,Mist,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/19/2021,65.2,88.3,78.0,61.4,59.19,88.5,14.5,,175.33,,0.0,0.0,,10.1,11.2,1013.3,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/20/2021,66.6,86.6,77.7,61.6,59.72,86.3,6.7,,175.87,,0.0,0.0,,11.2,3.5,1012.0,Mist,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/21/2021,67.6,89.9,81.1,63.0,55.63,92.1,9.6,,129.38,,0.0,0.0,,10.5,14.7,1009.1,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/22/2021,70.5,95.1,84.1,66.1,57.63,99.0,7.0,,106.96,,0.0,0.0,,8.9,2.5,1010.0,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/23/2021,73.5,96.8,85.8,65.2,53.27,98.1,6.8,,211.33,,0.0,0.0,,7.7,0.1,1014.1,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/24/2021,73.6,100.4,87.2,65.3,50.2,102.7,9.4,,188.65,,0.0,0.0,,8.0,13.8,1014.6,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/25/2021,71.1,95.5,82.0,62.6,53.41,97.4,11.5,49.2,181.29,,0.01,4.17,,7.8,22.7,1013.2,"Thunderstorm, Rain, Rain Showers, Sky Coverage Decreasing",44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Rain,
Belgrade,06/26/2021,64.4,86.5,76.4,61.6,62.17,86.5,9.9,19.7,260.04,,0.0,0.0,,9.0,14.2,1014.2,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/27/2021,65.1,87.9,77.3,58.6,55.95,87.5,7.4,17.2,237.65,,0.0,0.0,,10.7,5.5,1015.5,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/28/2021,66.9,92.4,80.9,58.1,48.93,91.4,8.3,,111.58,,0.0,0.0,,10.7,0.5,1016.0,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/29/2021,69.3,97.9,84.9,58.8,44.1,96.8,7.8,24.2,138.63,,0.0,0.0,,6.2,25.0,1011.8,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,06/30/2021,77.1,98.5,87.1,60.2,43.19,96.8,11.4,43.8,175.48,,0.0,0.0,,6.2,25.0,1008.5,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,07/01/2021,66.2,84.8,76.0,59.3,58.15,83.7,15.2,,266.86,,0.0,0.0,,6.2,37.6,1010.8,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Partially cloudy,
Belgrade,07/02/2021,62.6,77.5,69.5,57.5,68.95,,13.2,24.2,272.33,,0.0,0.0,,6.2,47.0,1014.2,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Partially cloudy,
Belgrade,07/03/2021,58.4,79.2,69.4,55.3,62.49,,14.9,,265.39,,0.0,0.0,,6.2,69.3,1014.2,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Partially cloudy,
Belgrade,07/04/2021,61.4,84.7,74.5,55.3,54.96,82.9,7.4,,209.83,,0.0,0.0,,6.2,37.5,1011.7,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Partially cloudy,
Belgrade,07/05/2021,66.6,86.5,77.3,59.2,54.89,85.6,11.2,25.3,212.61,,0.0,0.0,,10.1,20.4,1009.1,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
Belgrade,07/06/2021,65.4,90.1,78.5,60.9,58.69,88.7,8.3,,235.5,,0.0,0.0,,6.2,25.4,1013.5,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Partially cloudy,
Belgrade,07/07/2021,66.0,94.9,82.6,60.4,50.6,94.6,6.5,,86.84,,0.0,0.0,,6.2,,1014.8,,44.8131,20.4633,"Београд, Централна Србија, Србија","Београд, Централна Србија, Србија",,Clear,
