Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions,You have exceeded the maximum number of daily result records for your account. Please add a credit card to continue retrieving results.
Bern,05/26/2021,45.5,63.4,54.8,41.1,60.99,,16.4,,225.21,43.9,0.0,0.0,0.0,15.9,0.3,1018.4,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,05/27/2021,48.9,60.0,54.2,45.4,72.65,,11.9,,131.96,47.4,0.1,37.5,0.0,9.3,0.2,1019.9,"Precipitation In Vicinity, Rain",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,05/28/2021,40.2,68.4,56.2,42.6,64.54,,9.2,,52.3,44.9,0.0,0.0,0.0,12.2,0.1,1020.2,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,05/29/2021,50.9,67.1,58.5,45.4,63.43,,14.9,,33.91,,0.0,0.0,,8.4,0.1,1020.4,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,05/30/2021,46.0,68.1,57.2,40.0,55.36,,12.9,,42.21,43.1,0.0,0.0,0.0,17.6,0.0,1020.9,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,05/31/2021,43.1,71.0,58.7,42.4,56.56,,8.1,,139.48,41.9,0.0,0.0,0.0,18.2,0.0,1018.3,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/01/2021,46.5,77.1,62.7,45.2,55.35,,10.8,15.0,121.75,47.7,0.0,0.0,,12.9,3.2,1014.9,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/02/2021,52.7,74.8,63.1,51.5,67.23,,8.6,32.2,185.65,,0.03,16.67,0.0,10.7,44.3,1015.9,"Precipitation In Vicinity, Rain Showers, Light Rain",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,"Rain, Partially cloudy",
Bern,06/03/2021,56.7,75.5,65.9,54.9,69.95,,5.4,,165.13,,0.03,16.67,0.0,10.6,0.2,1020.8,Mist,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/04/2021,59.9,75.6,65.5,57.9,78.1,,10.9,,171.5,,1.31,50.0,0.0,8.9,0.2,1021.7,"Mist, Sky Coverage Decreasing",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/05/2021,57.1,64.6,59.8,56.2,88.18,,6.9,,170.96,,0.86,83.33,1.18,8.1,0.3,1023.0,"Mist, Rain, Rain Showers",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/06/2021,52.4,67.0,60.8,54.5,80.89,,11.1,,54.88,,0.2,41.67,0.0,7.1,0.2,1021.2,Mist,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/07/2021,55.8,67.8,61.3,56.2,83.84,,8.9,,36.25,,0.51,62.5,0.0,5.0,0.3,1020.0,"Light Drizzle, Precipitation In Vicinity, Rain Showers",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/08/2021,56.2,68.0,61.4,57.2,86.59,,6.2,,87.46,,1.48,87.5,0.39,4.6,0.3,1020.6,"Mist, Precipitation In Vicinity, Thunderstorm",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/09/2021,56.9,71.8,63.2,57.4,82.39,,8.0,,125.75,,0.76,54.17,0.0,5.8,0.2,1020.9,"Mist, Rain",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/10/2021,52.1,76.2,64.5,55.0,73.85,,8.6,,84.17,,0.01,8.33,0.0,5.2,0.1,1020.3,"Fog, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/11/2021,53.8,77.9,66.3,54.1,68.43,,8.8,,64.63,,0.0,4.17,0.0,8.9,0.1,1018.8,"Mist, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/12/2021,53.7,78.9,68.0,54.1,63.23,,8.0,,214.08,,0.0,0.0,0.0,9.3,0.1,1020.5,Mist,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/13/2021,57.8,77.0,68.3,55.2,65.13,,12.5,,48.17,,0.0,0.0,0.0,11.4,0.0,1022.5,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/14/2021,53.7,81.4,67.6,51.4,58.44,80.6,7.4,,64.5,,0.0,0.0,0.0,12.0,0.0,1019.2,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/15/2021,52.3,81.9,69.1,52.6,58.78,81.5,7.1,,83.96,,0.0,0.0,0.0,13.5,0.0,1017.4,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/16/2021,56.6,84.3,71.2,54.9,59.95,83.0,5.9,,199.96,,0.0,0.0,0.0,15.3,0.1,1014.2,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/17/2021,60.8,85.1,73.6,59.5,63.32,85.3,7.8,,144.17,,0.0,0.0,0.0,7.9,0.1,1012.7,"Mist, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/18/2021,63.4,85.7,73.4,61.8,68.32,86.2,10.6,,196.96,,1.04,29.17,0.0,8.5,0.2,1013.8,"Mist, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/19/2021,64.1,84.2,73.3,62.7,70.98,86.4,6.0,9.2,196.71,,0.0,0.0,0.0,8.0,0.2,1013.7,"Mist, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/20/2021,59.1,79.7,70.3,62.0,75.67,,18.2,42.5,143.63,,0.71,25.0,,9.3,8.6,1009.9,"Mist, Light Rain",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/21/2021,59.6,75.9,65.4,58.3,79.25,,7.3,,174.29,,1.02,62.5,0.0,7.9,3.9,1009.3,"Mist, Rain",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/22/2021,59.1,70.7,63.5,57.9,82.91,,5.6,6.9,153.0,,0.77,70.83,0.39,10.9,1.3,1012.6,"Precipitation In Vicinity, Rain, Sky Coverage Increasing",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/23/2021,55.7,71.8,63.2,56.7,80.86,,6.1,,148.54,,0.45,50.0,0.79,3.5,0.1,1016.7,"Thunderstorm, Fog",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/24/2021,55.3,68.9,60.0,55.4,85.77,,6.6,,204.75,,1.45,75.0,0.79,3.1,0.3,1019.0,"Mist, Fog, Heavy Rain",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/25/2021,56.9,63.8,59.6,54.2,82.93,,5.4,,153.21,,0.26,45.83,0.39,7.9,0.3,1020.5,"Mist, Precipitation In Vicinity",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/26/2021,50.4,73.7,62.4,53.9,75.95,,6.4,15.0,150.96,,0.0,0.0,,8.0,1.1,1017.6,"Mist, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Clear,
Bern,06/27/2021,56.3,79.8,67.4,57.6,73.11,,6.5,,165.17,,0.88,20.83,0.0,7.9,0.2,1014.2,"Mist, Rain, Smoke Or Haze",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/28/2021,58.8,78.1,65.8,59.5,81.06,,15.7,,117.04,,1.13,37.5,1.18,4.0,0.1,1014.8,"Mist, Thunderstorm",46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/29/2021,58.7,71.3,64.6,58.7,82.28,,,,,,0.56,43.48,,,,,,46.9484,7.4404600000000025,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Rain,
Bern,06/30/2021,51.7,67.9,59.3,51.0,76.09,,17.2,,263.75,,0.66,41.67,,6.0,81.1,1016.8,,46.9484,7.440460000000002,"Bern, BE, Schweiz","Bern, BE, Schweiz",,"Rain, Overcast",
Bern,07/01/2021,55.3,71.5,62.4,54.2,76.7,,8.1,,230.0,,0.01,8.7,,6.2,89.0,1018.3,,46.9484,7.440460000000002,"Bern, BE, Schweiz","Bern, BE, Schweiz",,"Rain, Overcast",
Bern,07/02/2021,51.7,75.1,64.5,52.2,68.5,,6.9,,231.43,,0.0,0.0,,6.2,38.3,1018.8,,46.9484,7.440460000000002,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Partially cloudy,
Bern,07/03/2021,55.3,73.3,62.6,56.8,82.7,,5.8,,195.0,,0.19,16.67,,6.1,87.9,1017.4,,46.9484,7.440460000000002,"Bern, BE, Schweiz","Bern, BE, Schweiz",,"Rain, Overcast",
Bern,07/04/2021,58.9,69.7,63.6,57.7,82.63,,12.8,,180.0,,0.0,0.0,,6.0,89.5,1014.3,,46.9484,7.440460000000002,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Overcast,
Bern,07/05/2021,55.9,76.1,64.7,55.5,73.55,,8.1,,187.75,,0.01,4.17,0.0,6.2,35.5,1013.2,"Mist, Sky Coverage Increasing",46.9484,7.440460000000001,"Bern, BE, Schweiz","Bern, BE, Schweiz",,"Rain, Partially cloudy",
Bern,07/06/2021,55.3,69.7,63.3,59.3,86.99,,10.3,,184.29,,0.34,50.0,,5.9,72.7,1012.8,,46.9484,7.440460000000001,"Bern, BE, Schweiz","Bern, BE, Schweiz",,"Rain, Partially cloudy",
Bern,07/07/2021,58.9,73.3,64.1,59.0,84.47,,6.9,,130.91,,0.0,4.35,,6.2,81.4,1017.2,,46.9484,7.440460000000001,"Bern, BE, Schweiz","Bern, BE, Schweiz",,Overcast,
